# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
5.78500e+07,2.40000e+03,2.94907e+04,-6.36615e+00,3.47791e+02
5.78500e+07,2.50000e+03,2.94894e+04,-6.36263e+00,3.48226e+02
5.78500e+07,2.60000e+03,2.94882e+04,-6.35922e+00,3.48697e+02
5.78500e+07,2.70000e+03,2.94869e+04,-6.35591e+00,3.49204e+02
5.78500e+07,2.80000e+03,2.94856e+04,-6.35268e+00,3.49745e+02
5.78500e+07,2.90000e+03,2.94843e+04,-6.34953e+00,3.50321e+02
5.78500e+07,3.00000e+03,2.94829e+04,-6.34644e+00,3.50931e+02
5.78500e+07,3.10000e+03,2.94816e+04,-6.34341e+00,3.51574e+02
5.78500e+07,3.20000e+03,2.94803e+04,-6.34044e+00,3.52249e+02
5.78500e+07,3.30000e+03,2.94789e+04,-6.33751e+00,3.52956e+02
5.78500e+07,3.40000e+03,2.94775e+04,-6.33462e+00,3.53694e+02
5.78500e+07,3.50000e+03,2.94762e+04,-6.33177e+00,3.54462e+02
5.78500e+07,3.60000e+03,2.94748e+04,-6.32896e+00,3.55260e+02
5.78500e+07,3.70000e+03,2.94734e+04,-6.32617e+00,3.56088e+02
5.78500e+07,3.80000e+03,2.94720e+04,-6.32341e+00,3.56944e+02
5.78500e+07,3.90000e+03,2.94706e+04,-6.32067e+00,3.57828e+02
5.78500e+07,4.00000e+03,2.94692e+04,-6.31795e+00,3.58739e+02
5.78500e+07,4.10000e+03,2.94678e+04,-6.31525e+00,3.59676e+02
5.78500e+07,4.20000e+03,2.94663e+04,-6.31257e+00,3.60640e+02
5.78500e+07,4.30000e+03,2.94649e+04,-6.30991e+00,3.61629e+02
5.78500e+07,4.40000e+03,2.94635e+04,-6.30726e+00,3.62643e+02
5.78500e+07,4.50000e+03,2.94620e+04,-6.30462e+00,3.63681e+02
5.78500e+07,4.60000e+03,2.94605e+04,-6.30199e+00,3.64743e+02
5.78500e+07,4.70000e+03,2.94591e+04,-6.29938e+00,3.65828e+02
5.78500e+07,4.80000e+03,2.94576e+04,-6.29677e+00,3.66935e+02
5.78500e+07,4.90000e+03,2.94561e+04,-6.29418e+00,3.68064e+02
5.78500e+07,5.00000e+03,2.94546e+04,-6.29159e+00,3.69214e+02
5.78500e+07,5.10000e+03,2.94531e+04,-6.28901e+00,3.70385e+02
5.78500e+07,5.20000e+03,2.94516e+04,-6.28644e+00,3.71576e+02
5.78500e+07,5.30000e+03,2.94500e+04,-6.28387e+00,3.72786e+02
5.78500e+07,5.40000e+03,2.94485e+04,-6.28131e+00,3.74016e+02
5.78500e+07,5.50000e+03,2.94470e+04,-6.27876e+00,3.75264e+02
5.78500e+07,5.60000e+03,2.94454e+04,-6.27621e+00,3.76529e+02
5.78500e+07,5.70000e+03,2.94438e+04,-6.27368e+00,3.77813e+02
5.78500e+07,5.80000e+03,2.94423e+04,-6.27115e+00,3.79113e+02
5.78500e+07,5.90000e+03,2.94407e+04,-6.26862e+00,3.80429e+02
5.78500e+07,6.00000e+03,2.94391e+04,-6.26610e+00,3.81761e+02
5.78500e+07,6.10000e+03,2.94375e+04,-6.26359e+00,3.83109e+02
5.78500e+07,6.20000e+03,2.94359e+04,-6.26108e+00,3.84471e+02
5.78500e+07,6.30000e+03,2.94343e+04,-6.25858e+00,3.85848e+02
5.78500e+07,6.40000e+03,2.94326e+04,-6.25609e+00,3.87239e+02
5.78500e+07,6.50000e+03,2.94310e+04,-6.25360e+00,3.88643e+02
5.78500e+07,6.60000e+03,2.94294e+04,-6.25112e+00,3.90059e+02
5.78500e+07,6.70000e+03,2.94277e+04,-6.24865e+00,3.91489e+02
5.78500e+07,6.80000e+03,2.94260e+04,-6.24619e+00,3.92930e+02
5.78500e+07,6.90000e+03,2.94244e+04,-6.24373e+00,3.94383e+02
5.78500e+07,7.00000e+03,2.94227e+04,-6.24128e+00,3.95846e+02
5.78500e+07,7.10000e+03,2.94210e+04,-6.23884e+00,3.97321e+02
5.78500e+07,7.20000e+03,2.94193e+04,-6.23641e+00,3.98805e+02
5.78500e+07,7.30000e+03,2.94176e+04,-6.23399e+00,4.00300e+02
5.78500e+07,7.40000e+03,2.94158e+04,-6.23157e+00,4.01804e+02
5.78500e+07,7.50000e+03,2.94141e+04,-6.22916e+00,4.03316e+02
5.78500e+07,7.60000e+03,2.94124e+04,-6.22677e+00,4.04837e+02
5.78500e+07,7.70000e+03,2.94106e+04,-6.22438e+00,4.06367e+02
5.78500e+07,7.80000e+03,2.94089e+04,-6.22200e+00,4.07904e+02
5.78500e+07,7.90000e+03,2.94071e+04,-6.21963e+00,4.09448e+02
5.78500e+07,8.00000e+03,2.94053e+04,-6.21728e+00,4.10999e+02
5.78500e+07,8.10000e+03,2.94035e+04,-6.21493e+00,4.12557e+02
5.78500e+07,8.20000e+03,2.94017e+04,-6.21259e+00,4.14122e+02
5.78500e+07,8.30000e+03,2.93999e+04,-6.21026e+00,4.15692e+02
5.78500e+07,8.40000e+03,2.93981e+04,-6.20795e+00,4.17267e+02
5.78500e+07,8.50000e+03,2.93963e+04,-6.20564e+00,4.18848e+02
5.78500e+07,8.60000e+03,2.93945e+04,-6.20335e+00,4.20434e+02
5.78500e+07,8.70000e+03,2.93926e+04,-6.20106e+00,4.22024e+02
5.78500e+07,8.80000e+03,2.93908e+04,-6.19879e+00,4.23618e+02
5.78500e+07,8.90000e+03,2.93889e+04,-6.19653e+00,4.25216e+02
5.78500e+07,9.00000e+03,2.93870e+04,-6.19429e+00,4.26818e+02
5.78500e+07,9.10000e+03,2.93851e+04,-6.19205e+00,4.28423e+02
5.78500e+07,9.20000e+03,2.93832e+04,-6.18983e+00,4.30031e+02
5.78500e+07,9.30000e+03,2.93813e+04,-6.18761e+00,4.31642e+02
5.78500e+07,9.40000e+03,2.93794e+04,-6.18541e+00,4.33255e+02
5.78500e+07,9.50000e+03,2.93775e+04,-6.18323e+00,4.34870e+02
5.78500e+07,9.60000e+03,2.93756e+04,-6.18105e+00,4.36487e+02
5.78500e+07,9.70000e+03,2.93736e+04,-6.17889e+00,4.38105e+02
5.78500e+07,9.80000e+03,2.93717e+04,-6.17674e+00,4.39725e+02
5.78500e+07,9.90000e+03,2.93697e+04,-6.17461e+00,4.41346e+02
5.78500e+07,1.00000e+04,2.93677e+04,-6.17249e+00,4.42967e+02
5.78500e+07,1.01000e+04,2.93658e+04,-6.17038e+00,4.44589e+02
5.78500e+07,1.02000e+04,2.93638e+04,-6.16828e+00,4.46212e+02
5.78500e+07,1.03000e+04,2.93618e+04,-6.16620e+00,4.47834e+02
5.78500e+07,1.04000e+04,2.93598e+04,-6.16413e+00,4.49457e+02
5.86000e+07,1.70000e+03,2.96084e+04,-6.40035e+00,3.45600e+02
5.86000e+07,1.80000e+03,2.96072e+04,-6.39546e+00,3.45767e+02
5.86000e+07,1.90000e+03,2.96060e+04,-6.39087e+00,3.45973e+02
5.86000e+07,2.00000e+03,2.96048e+04,-6.38653e+00,3.46218e+02
5.86000e+07,2.10000e+03,2.96036e+04,-6.38240e+00,3.46501e+02
5.86000e+07,2.20000e+03,2.96024e+04,-6.37846e+00,3.46822e+02
5.86000e+07,2.30000e+03,2.96011e+04,-6.37468e+00,3.47180e+02
5.86000e+07,2.40000e+03,2.95999e+04,-6.37105e+00,3.47575e+02
5.86000e+07,2.50000e+03,2.95986e+04,-6.36753e+00,3.48007e+02
5.86000e+07,2.60000e+03,2.95973e+04,-6.36413e+00,3.48474e+02
5.86000e+07,2.70000e+03,2.95960e+04,-6.36083e+00,3.48977e+02
5.86000e+07,2.80000e+03,2.95947e+04,-6.35761e+00,3.49514e+02
5.86000e+07,2.90000e+03,2.95934e+04,-6.35447e+00,3.50085e+02
5.86000e+07,3.00000e+03,2.95921e+04,-6.35139e+00,3.50690e+02
5.86000e+07,3.10000e+03,2.95908e+04,-6.34838e+00,3.51327e+02
5.86000e+07,3.20000e+03,2.95895e+04,-6.34542e+00,3.51997e+02
5.86000e+07,3.30000e+03,2.95881e+04,-6.34250e+00,3.52698e+02
5.86000e+07,3.40000e+03,2.95868e+04,-6.33962e+00,3.53430e+02
5.86000e+07,3.50000e+03,2.95854e+04,-6.33679e+00,3.54192e+02
5.86000e+07,3.60000e+03,2.95841e+04,-6.33398e+00,3.54984e+02
5.86000e+07,3.70000e+03,2.95827e+04,-6.33121e+00,3.55805e+02
5.86000e+07,3.80000e+03,2.95813e+04,-6.32846e+00,3.56654e+02
5.86000e+07,3.90000e+03,2.95799e+04,-6.32574e+00,3.57531e+02
5.86000e+07,4.00000e+03,2.95785e+04,-6.32303e+00,3.58434e+02
5.86000e+07,4.10000e+03,2.95771e+04,-6.32035e+00,3.59365e+02
5.86000e+07,4.20000e+03,2.95757e+04,-6.31768e+00,3.60321e+02
5.86000e+07,4.30000e+03,2.95742e+04,-6.31503e+00,3.61302e+02
5.86000e+07,4.40000e+03,2.95728e+04,-6.31239e+00,3.62308e+02
5.86000e+07,4.50000e+03,2.95714e+04,-6.30977e+00,3.63338e+02
5.86000e+07,4.60000e+03,2.95699e+04,-6.30716e+00,3.64391e+02
5.86000e+07,4.70000e+03,2.95685e+04,-6.30456e+00,3.65467e+02
5.86000e+07,4.80000e+03,2.95670e+04,-6.30196e+00,3.66566e+02
5.86000e+07,4.90000e+03,2.95655e+04,-6.29938e+00,3.67686e+02
5.86000e+07,5.00000e+03,2.95640e+04,-6.29681e+00,3.68828e+02
5.86000e+07,5.10000e+03,2.95625e+04,-6.29424e+00,3.69989e+02
5.86000e+07,5.20000e+03,2.95610e+04,-6.29168e+00,3.71171e+02
5.86000e+07,5.30000e+03,2.95595e+04,-6.28913e+00,3.72373e+02
5.86000e+07,5.40000e+03,2.95580e+04,-6.28658e+00,3.73593e+02
5.86000e+07,5.50000e+03,2.95564e+04,-6.28405e+00,3.74832e+02
5.86000e+07,5.60000e+03,2.95549e+04,-6.28151e+00,3.76088e+02
5.86000e+07,5.70000e+03,2.95533e+04,-6.27899e+00,3.77362e+02
5.86000e+07,5.80000e+03,2.95518e+04,-6.27647e+00,3.78653e+02
5.86000e+07,5.90000e+03,2.95502e+04,-6.27396e+00,3.79959e+02
5.86000e+07,6.00000e+03,2.95486e+04,-6.27145e+00,3.81282e+02
5.86000e+07,6.10000e+03,2.95471e+04,-6.26895e+00,3.82620e+02
5.86000e+07,6.20000e+03,2.95455e+04,-6.26646e+00,3.83973e+02
5.86000e+07,6.30000e+03,2.95439e+04,-6.26397e+00,3.85340e+02
5.86000e+07,6.40000e+03,2.95422e+04,-6.26149e+00,3.86721e+02
5.86000e+07,6.50000e+03,2.95406e+04,-6.25902e+00,3.88115e+02
5.86000e+07,6.60000e+03,2.95390e+04,-6.25655e+00,3.89522e+02
5.86000e+07,6.70000e+03,2.95374e+04,-6.25409e+00,3.90942e+02
5.86000e+07,6.80000e+03,2.95357e+04,-6.25164e+00,3.92373e+02
5.86000e+07,6.90000e+03,2.95340e+04,-6.24919e+00,3.93816e+02
5.86000e+07,7.00000e+03,2.95324e+04,-6.24676e+00,3.95270e+02
5.86000e+07,7.10000e+03,2.95307e+04,-6.24433e+00,3.96735e+02
5.86000e+07,7.20000e+03,2.95290e+04,-6.24190e+00,3.98210e+02
5.86000e+07,7.30000e+03,2.95273e+04,-6.23949e+00,3.99695e+02
5.86000e+07,7.40000e+03,2.95256e+04,-6.23709e+00,4.01189e+02
5.86000e+07,7.50000e+03,2.95239e+04,-6.23469e+00,4.02692e+02
5.86000e+07,7.60000e+03,2.95222e+04,-6.23230e+00,4.04204e+02
5.86000e+07,7.70000e+03,2.95204e+04,-6.22993e+00,4.05724e+02
5.86000e+07,7.80000e+03,2.95187e+04,-6.22756e+00,4.07251e+02
5.86000e+07,7.90000e+03,2.95169e+04,-6.22520e+00,4.08786e+02
5.86000e+07,8.00000e+03,2.95152e+04,-6.22285e+00,4.10328e+02
5.86000e+07,8.10000e+03,2.95134e+04,-6.22051e+00,4.11877e+02
5.86000e+07,8.20000e+03,2.95116e+04,-6.21818e+00,4.13432e+02
5.86000e+07,8.30000e+03,2.95098e+04,-6.21586e+00,4.14993e+02
5.86000e+07,8.40000e+03,2.95080e+04,-6.21355e+00,4.16560e+02
5.86000e+07,8.50000e+03,2.95062e+04,-6.21126e+00,4.18132e+02
5.86000e+07,8.60000e+03,2.95044e+04,-6.20897e+00,4.19708e+02
5.86000e+07,8.70000e+03,2.95026e+04,-6.20669e+00,4.21290e+02
5.86000e+07,8.80000e+03,2.95007e+04,-6.20443e+00,4.22875e+02
5.86000e+07,8.90000e+03,2.94989e+04,-6.20218e+00,4.24465e+02
5.86000e+07,9.00000e+03,2.94970e+04,-6.19993e+00,4.26058e+02
5.86000e+07,9.10000e+03,2.94952e+04,-6.19771e+00,4.27655e+02
5.86000e+07,9.20000e+03,2.94933e+04,-6.19549e+00,4.29254e+02
5.86000e+07,9.30000e+03,2.94914e+04,-6.19328e+00,4.30857e+02
5.86000e+07,9.40000e+03,2.94895e+04,-6.19109e+00,4.32462e+02
5.86000e+07,9.50000e+03,2.94876e+04,-6.18891e+00,4.34069e+02
5.86000e+07,9.60000e+03,2.94857e+04,-6.18674e+00,4.35678e+02
5.86000e+07,9.70000e+03,2.94838e+04,-6.18459e+00,4.37288e+02
5.86000e+07,9.80000e+03,2.94818e+04,-6.18244e+00,4.38900e+02
5.86000e+07,9.90000e+03,2.94799e+04,-6.18031e+00,4.40513e+02
5.86000e+07,1.00000e+04,2.94779e+04,-6.17819e+00,4.42128e+02
5.86000e+07,1.01000e+04,2.94760e+04,-6.17609e+00,4.43742e+02
5.86000e+07,1.02000e+04,2.94740e+04,-6.17400e+00,4.45357e+02
5.86000e+07,1.03000e+04,2.94720e+04,-6.17192e+00,4.46973e+02
5.86000e+07,1.04000e+04,2.94700e+04,-6.16986e+00,4.48588e+02
5.93500e+07,1.70000e+03,2.97165e+04,-6.40512e+00,3.45402e+02
5.93500e+07,1.80000e+03,2.97153e+04,-6.40024e+00,3.45568e+02
5.93500e+07,1.90000e+03,2.97142e+04,-6.39566e+00,3.45773e+02
5.93500e+07,2.00000e+03,2.97130e+04,-6.39132e+00,3.46016e+02
5.93500e+07,2.10000e+03,2.97117e+04,-6.38720e+00,3.46297e+02
5.93500e+07,2.20000e+03,2.97105e+04,-6.38327e+00,3.46616e+02
5.93500e+07,2.30000e+03,2.97093e+04,-6.37950e+00,3.46971e+02
5.93500e+07,2.40000e+03,2.97080e+04,-6.37587e+00,3.47363e+02
5.93500e+07,2.50000e+03,2.97068e+04,-6.37237e+00,3.47791e+02
5.93500e+07,2.60000e+03,2.97055e+04,-6.36898e+00,3.48255e+02
5.93500e+07,2.70000e+03,2.97042e+04,-6.36569e+00,3.48754e+02
5.93500e+07,2.80000e+03,2.97030e+04,-6.36248e+00,3.49287e+02
5.93500e+07,2.90000e+03,2.97017e+04,-6.35935e+00,3.49853e+02
5.93500e+07,3.00000e+03,2.97004e+04,-6.35628e+00,3.50453e+02
5.93500e+07,3.10000e+03,2.96990e+04,-6.35328e+00,3.51086e+02
5.93500e+07,3.20000e+03,2.96977e+04,-6.35033e+00,3.51750e+02
5.93500e+07,3.30000e+03,2.96964e+04,-6.34742e+00,3.52445e+02
5.93500e+07,3.40000e+03,2.96951e+04,-6.34456e+00,3.53172e+02
5.93500e+07,3.50000e+03,2.96937e+04,-6.34174e+00,3.53928e+02
5.93500e+07,3.60000e+03,2.96924e+04,-6.33894e+00,3.54713e+02
5.93500e+07,3.70000e+03,2.96910e+04,-6.33618e+00,3.55527e+02
5.93500e+07,3.80000e+03,2.96896e+04,-6.33345e+00,3.56370e+02
5.93500e+07,3.90000e+03,2.96882e+04,-6.33074e+00,3.57239e+02
5.93500e+07,4.00000e+03,2.96868e+04,-6.32805e+00,3.58136e+02
5.93500e+07,4.10000e+03,2.96854e+04,-6.32538e+00,3.59059e+02
5.93500e+07,4.20000e+03,2.96840e+04,-6.32272e+00,3.60008e+02
5.93500e+07,4.30000e+03,2.96826e+04,-6.32008e+00,3.60981e+02
5.93500e+07,4.40000e+03,2.96812e+04,-6.31746e+00,3.61979e+02
5.93500e+07,4.50000e+03,2.96798e+04,-6.31485e+00,3.63001e+02
5.93500e+07,4.60000e+03,2.96783e+04,-6.31225e+00,3.64047e+02
5.93500e+07,4.70000e+03,2.96769e+04,-6.30966e+00,3.65115e+02
5.93500e+07,4.80000e+03,2.96754e+04,-6.30708e+00,3.66205e+02
5.93500e+07,4.90000e+03,2.96739e+04,-6.30452e+00,3.67317e+02
5.93500e+07,5.00000e+03,2.96725e+04,-6.30195e+00,3.68449e+02
5.93500e+07,5.10000e+03,2.96710e+04,-6.29940e+00,3.69602e+02
5.93500e+07,5.20000e+03,2.96695e+04,-6.29685e+00,3.70775e+02
5.93500e+07,5.30000e+03,2.96680e+04,-6.29432e+00,3.71968e+02
5.93500e+07,5.40000e+03,2.96665e+04,-6.29178e+00,3.73179e+02
5.93500e+07,5.50000e+03,2.96650e+04,-6.28926e+00,3.74409e+02
5.93500e+07,5.60000e+03,2.96634e+04,-6.28674e+00,3.75656e+02
5.93500e+07,5.70000e+03,2.96619e+04,-6.28423e+00,3.76921e+02
5.93500e+07,5.80000e+03,2.96603e+04,-6.28172e+00,3.78202e+02
5.93500e+07,5.90000e+03,2.96588e+04,-6.27922e+00,3.79500e+02
5.93500e+07,6.00000e+03,2.96572e+04,-6.27673e+00,3.80813e+02
5.93500e+07,6.10000e+03,2.96557e+04,-6.27424e+00,3.82141e+02
5.93500e+07,6.20000e+03,2.96541e+04,-6.27176e+00,3.83485e+02
5.93500e+07,6.30000e+03,2.96525e+04,-6.26929e+00,3.84842e+02
5.93500e+07,6.40000e+03,2.96509e+04,-6.26682e+00,3.86214e+02
5.93500e+07,6.50000e+03,2.96493e+04,-6.26436e+00,3.87599e+02
5.93500e+07,6.60000e+03,2.96477e+04,-6.26190e+00,3.88996e+02
5.93500e+07,6.70000e+03,2.96460e+04,-6.25945e+00,3.90406e+02
5.93500e+07,6.80000e+03,2.96444e+04,-6.25701e+00,3.91828e+02
5.93500e+07,6.90000e+03,2.96427e+04,-6.25458e+00,3.93262e+02
5.93500e+07,7.00000e+03,2.96411e+04,-6.25215e+00,3.94706e+02
5.93500e+07,7.10000e+03,2.96394e+04,-6.24973e+00,3.96161e+02
5.93500e+07,7.20000e+03,2.96378e+04,-6.24732e+00,3.97627e+02
5.93500e+07,7.30000e+03,2.96361e+04,-6.24492e+00,3.99102e+02
5.93500e+07,7.40000e+03,2.96344e+04,-6.24253e+00,4.00587e+02
5.93500e+07,7.50000e+03,2.96327e+04,-6.24014e+00,4.02081e+02
5.93500e+07,7.60000e+03,2.96310e+04,-6.23776e+00,4.03583e+02
5.93500e+07,7.70000e+03,2.96293e+04,-6.23540e+00,4.05094e+02
5.93500e+07,7.80000e+03,2.96275e+04,-6.23304e+00,4.06612e+02
5.93500e+07,7.90000e+03,2.96258e+04,-6.23069e+00,4.08138e+02
5.93500e+07,8.00000e+03,2.96240e+04,-6.22834e+00,4.09671e+02
5.93500e+07,8.10000e+03,2.96223e+04,-6.22602e+00,4.11211e+02
5.93500e+07,8.20000e+03,2.96205e+04,-6.22370e+00,4.12757e+02
5.93500e+07,8.30000e+03,2.96188e+04,-6.22138e+00,4.14309e+02
5.93500e+07,8.40000e+03,2.96170e+04,-6.21908e+00,4.15866e+02
5.93500e+07,8.50000e+03,2.96152e+04,-6.21679e+00,4.17429e+02
5.93500e+07,8.60000e+03,2.96134e+04,-6.21452e+00,4.18997e+02
5.93500e+07,8.70000e+03,2.96116e+04,-6.21225e+00,4.20570e+02
5.93500e+07,8.80000e+03,2.96097e+04,-6.20999e+00,4.22147e+02
5.93500e+07,8.90000e+03,2.96079e+04,-6.20775e+00,4.23728e+02
5.93500e+07,9.00000e+03,2.96061e+04,-6.20551e+00,4.25313e+02
5.93500e+07,9.10000e+03,2.96042e+04,-6.20329e+00,4.26901e+02
5.93500e+07,9.20000e+03,2.96024e+04,-6.20108e+00,4.28493e+02
5.93500e+07,9.30000e+03,2.96005e+04,-6.19888e+00,4.30087e+02
5.93500e+07,9.40000e+03,2.95986e+04,-6.19669e+00,4.31684e+02
5.93500e+07,9.50000e+03,2.95967e+04,-6.19452e+00,4.33283e+02
5.93500e+07,9.60000e+03,2.95948e+04,-6.19235e+00,4.34884e+02
5.93500e+07,9.70000e+03,2.95929e+04,-6.19020e+00,4.36487e+02
5.93500e+07,9.80000e+03,2.95910e+04,-6.18806e+00,4.38091e+02
5.93500e+07,9.90000e+03,2.95891e+04,-6.18594e+00,4.39697e+02
5.93500e+07,1.00000e+04,2.95872e+04,-6.18383e+00,4.41304e+02
5.93500e+07,1.01000e+04,2.95852e+04,-6.18173e+00,4.42911e+02
5.93500e+07,1.02000e+04,2.95833e+04,-6.17964e+00,4.44519e+02
5.93500e+07,1.03000e+04,2.95813e+04,-6.17757e+00,4.46127e+02
5.93500e+07,1.04000e+04,2.95793e+04,-6.17550e+00,4.47736e+02
6.01000e+07,1.70000e+03,2.98237e+04,-6.40984e+00,3.45207e+02
6.01000e+07,1.80000e+03,2.98225e+04,-6.40497e+00,3.45373e+02
6.01000e+07,1.90000e+03,2.98213e+04,-6.40039e+00,3.45576e+02
6.01000e+07,2.00000e+03,2.98201e+04,-6.39606e+00,3.45818e+02
6.01000e+07,2.10000e+03,2.98189e+04,-6.39194e+00,3.46097e+02
6.01000e+07,2.20000e+03,2.98177e+04,-6.38802e+00,3.46413e+02
6.01000e+07,2.30000e+03,2.98165e+04,-6.38426e+00,3.46766e+02
6.01000e+07,2.40000e+03,2.98153e+04,-6.38064e+00,3.47155e+02
6.01000e+07,2.50000e+03,2.98140e+04,-6.37715e+00,3.47580e+02
6.01000e+07,2.60000e+03,2.98128e+04,-6.37377e+00,3.48040e+02
6.01000e+07,2.70000e+03,2.98115e+04,-6.37048e+00,3.48535e+02
6.01000e+07,2.80000e+03,2.98102e+04,-6.36728e+00,3.49064e+02
6.01000e+07,2.90000e+03,2.98089e+04,-6.36416e+00,3.49626e+02
6.01000e+07,3.00000e+03,2.98076e+04,-6.36111e+00,3.50221e+02
6.01000e+07,3.10000e+03,2.98063e+04,-6.35811e+00,3.50848e+02
6.01000e+07,3.20000e+03,2.98050e+04,-6.35518e+00,3.51508e+02
6.01000e+07,3.30000e+03,2.98037e+04,-6.35228e+00,3.52198e+02
6.01000e+07,3.40000e+03,2.98024e+04,-6.34943e+00,3.52918e+02
6.01000e+07,3.50000e+03,2.98010e+04,-6.34662e+00,3.53668e+02
6.01000e+07,3.60000e+03,2.97997e+04,-6.34384e+00,3.54447e+02
6.01000e+07,3.70000e+03,2.97983e+04,-6.34109e+00,3.55255e+02
6.01000e+07,3.80000e+03,2.97970e+04,-6.33837e+00,3.56091e+02
6.01000e+07,3.90000e+03,2.97956e+04,-6.33567e+00,3.56954e+02
6.01000e+07,4.00000e+03,2.97942e+04,-6.33299e+00,3.57844e+02
6.01000e+07,4.10000e+03,2.97928e+04,-6.33033e+00,3.58760e+02
6.01000e+07,4.20000e+03,2.97914e+04,-6.32770e+00,3.59701e+02
6.01000e+07,4.30000e+03,2.97900e+04,-6.32507e+00,3.60667e+02
6.01000e+07,4.40000e+03,2.97886e+04,-6.32246e+00,3.61658e+02
6.01000e+07,4.50000e+03,2.97872e+04,-6.31986e+00,3.62672e+02
6.01000e+07,4.60000e+03,2.97858e+04,-6.31728e+00,3.63709e+02
6.01000e+07,4.70000e+03,2.97843e+04,-6.31470e+00,3.64769e+02
6.01000e+07,4.80000e+03,2.97829e+04,-6.31214e+00,3.65851e+02
6.01000e+07,4.90000e+03,2.97814e+04,-6.30958e+00,3.66954e+02
6.01000e+07,5.00000e+03,2.97800e+04,-6.30703e+00,3.68079e+02
6.01000e+07,5.10000e+03,2.97785e+04,-6.30449e+00,3.69223e+02
6.01000e+07,5.20000e+03,2.97770e+04,-6.30196e+00,3.70388e+02
6.01000e+07,5.30000e+03,2.97755e+04,-6.29944e+00,3.71571e+02
6.01000e+07,5.40000e+03,2.97740e+04,-6.29692e+00,3.72774e+02
6.01000e+07,5.50000e+03,2.97725e+04,-6.29441e+00,3.73995e+02
6.01000e+07,5.60000e+03,2.97710e+04,-6.29190e+00,3.75233e+02
6.01000e+07,5.70000e+03,2.97695e+04,-6.28940e+00,3.76489e+02
6.01000e+07,5.80000e+03,2.97679e+04,-6.28691e+00,3.77761e+02
6.01000e+07,5.90000e+03,2.97664e+04,-6.28442e+00,3.79049e+02
6.01000e+07,6.00000e+03,2.97649e+04,-6.28194e+00,3.80353e+02
6.01000e+07,6.10000e+03,2.97633e+04,-6.27946e+00,3.81673e+02
6.01000e+07,6.20000e+03,2.97617e+04,-6.27700e+00,3.83007e+02
6.01000e+07,6.30000e+03,2.97601e+04,-6.27453e+00,3.84355e+02
6.01000e+07,6.40000e+03,2.97586e+04,-6.27208e+00,3.85717e+02
6.01000e+07,6.50000e+03,2.97570e+04,-6.26963e+00,3.87093e+02
6.01000e+07,6.60000e+03,2.97554e+04,-6.26718e+00,3.88481e+02
6.01000e+07,6.70000e+03,2.97537e+04,-6.26475e+00,3.89881e+02
6.01000e+07,6.80000e+03,2.97521e+04,-6.26232e+00,3.91294e+02
6.01000e+07,6.90000e+03,2.97505e+04,-6.25990e+00,3.92718e+02
6.01000e+07,7.00000e+03,2.97489e+04,-6.25748e+00,3.94154e+02
6.01000e+07,7.10000e+03,2.97472e+04,-6.25507e+00,3.95600e+02
6.01000e+07,7.20000e+03,2.97455e+04,-6.25267e+00,3.97056e+02
6.01000e+07,7.30000e+03,2.97439e+04,-6.25028e+00,3.98522e+02
6.01000e+07,7.40000e+03,2.97422e+04,-6.24790e+00,3.99997e+02
6.01000e+07,7.50000e+03,2.97405e+04,-6.24552e+00,4.01482e+02
6.01000e+07,7.60000e+03,2.97388e+04,-6.24315e+00,4.02975e+02
6.01000e+07,7.70000e+03,2.97371e+04,-6.24079e+00,4.04476e+02
6.01000e+07,7.80000e+03,2.97354e+04,-6.23844e+00,4.05986e+02
6.01000e+07,7.90000e+03,2.97337e+04,-6.23610e+00,4.07503e+02
6.01000e+07,8.00000e+03,2.97320e+04,-6.23377e+00,4.09027e+02
6.01000e+07,8.10000e+03,2.97302e+04,-6.23145e+00,4.10557e+02
6.01000e+07,8.20000e+03,2.97285e+04,-6.22914e+00,4.12094e+02
6.01000e+07,8.30000e+03,2.97267e+04,-6.22684e+00,4.13638e+02
6.01000e+07,8.40000e+03,2.97249e+04,-6.22454e+00,4.15187e+02
6.01000e+07,8.50000e+03,2.97232e+04,-6.22226e+00,4.16741e+02
6.01000e+07,8.60000e+03,2.97214e+04,-6.21999e+00,4.18301e+02
6.01000e+07,8.70000e+03,2.97196e+04,-6.21773e+00,4.19865e+02
6.01000e+07,8.80000e+03,2.97178e+04,-6.21548e+00,4.21433e+02
6.01000e+07,8.90000e+03,2.97160e+04,-6.21324e+00,4.23006e+02
6.01000e+07,9.00000e+03,2.97141e+04,-6.21101e+00,4.24583e+02
6.01000e+07,9.10000e+03,2.97123e+04,-6.20880e+00,4.26163e+02
6.01000e+07,9.20000e+03,2.97105e+04,-6.20659e+00,4.27746e+02
6.01000e+07,9.30000e+03,2.97086e+04,-6.20440e+00,4.29332e+02
6.01000e+07,9.40000e+03,2.97068e+04,-6.20222e+00,4.30921e+02
6.01000e+07,9.50000e+03,2.97049e+04,-6.20005e+00,4.32512e+02
6.01000e+07,9.60000e+03,2.97030e+04,-6.19789e+00,4.34106e+02
6.01000e+07,9.70000e+03,2.97011e+04,-6.19575e+00,4.35701e+02
6.01000e+07,9.80000e+03,2.96992e+04,-6.19362e+00,4.37298e+02
6.01000e+07,9.90000e+03,2.96973e+04,-6.19150e+00,4.38896e+02
