# P_bar,T_K,rho_kgm3,alpha_1_K,Cp_J_K_mol
7.000000000000000000e+05,2.240000000000000000e+03,9.744210800202468818e+03,-4.664568785685035301e+00,5.825009764654294031e+02
7.000000000000000000e+05,2.280000000000000000e+03,9.735722771208284030e+03,-4.659066394081625262e+00,5.873229553114892951e+02
7.000000000000000000e+05,2.320000000000000000e+03,9.727134539633712848e+03,-4.653613122783203160e+00,5.921724255181260332e+02
7.000000000000000000e+05,2.360000000000000000e+03,9.718445999529880282e+03,-4.648208769817467001e+00,5.970478010763414431e+02
7.000000000000000000e+05,2.400000000000000000e+03,9.709657061814472399e+03,-4.642852803840265885e+00,6.019476199360179862e+02
7.000000000000000000e+05,2.440000000000000000e+03,9.700767653325076026e+03,-4.637544864119931276e+00,6.068705002084969919e+02
7.000000000000000000e+05,2.480000000000000000e+03,9.691777716222501112e+03,-4.632284575757743994e+00,6.118151548233752237e+02
7.000000000000000000e+05,2.520000000000000000e+03,9.682687207030165155e+03,-4.627071355118594909e+00,6.167804069280009571e+02
7.000000000000000000e+05,2.560000000000000000e+03,9.673496095964721462e+03,-4.621904817824736611e+00,6.217651398406870840e+02
7.000000000000000000e+05,2.600000000000000000e+03,9.664204366225898411e+03,-4.616784308755383925e+00,6.267683612025811044e+02
7.000000000000000000e+05,2.640000000000000000e+03,9.654812013170487262e+03,-4.611709330671851959e+00,6.317891346133392290e+02
7.000000000000000000e+05,2.680000000000000000e+03,9.645318942029021855e+03,-4.606671781213624861e+00,6.368276865469953236e+02
7.000000000000000000e+05,2.720000000000000000e+03,9.635725216434724643e+03,-4.601686706813801209e+00,6.418810598898980970e+02
7.000000000000000000e+05,2.760000000000000000e+03,9.626030933043864934e+03,-4.596745393902602395e+00,6.469496683014290284e+02
7.000000000000000000e+05,2.800000000000000000e+03,9.616236128514043230e+03,-4.591847151392484783e+00,6.520329003876702245e+02
7.000000000000000000e+05,2.840000000000000000e+03,9.606340848433126666e+03,-4.586991330323125560e+00,6.571302081937100183e+02
7.000000000000000000e+05,2.880000000000000000e+03,9.596345146764078891e+03,-4.582177319163172946e+00,6.622410989017381553e+02
7.000000000000000000e+05,2.920000000000000000e+03,9.586250730884836230e+03,-4.577404402634710934e+00,6.673650697259106437e+02
7.000000000000000000e+05,2.960000000000000000e+03,9.576054375304742280e+03,-4.572672063265987852e+00,6.725019207812935065e+02
7.000000000000000000e+05,3.000000000000000000e+03,9.565757805063869455e+03,-4.567979610792979095e+00,6.776512515664487637e+02
7.000000000000000000e+05,3.040000000000000000e+03,9.555361102657530864e+03,-4.563326302743189622e+00,6.828128317485951584e+02
7.000000000000000000e+05,3.080000000000000000e+03,9.544864322488921971e+03,-4.558709843244216131e+00,6.879867896252736728e+02
7.000000000000000000e+05,3.120000000000000000e+03,9.534267591368141439e+03,-4.554133665697759348e+00,6.931721673220990851e+02
7.000000000000000000e+05,3.160000000000000000e+03,9.523571022931968400e+03,-4.549594649679480796e+00,6.983693382716030555e+02
7.000000000000000000e+05,3.200000000000000000e+03,9.512774718975269934e+03,-4.545092144823904334e+00,7.035782349960959436e+02
7.000000000000000000e+05,3.240000000000000000e+03,9.501878786574834521e+03,-4.540625576273376041e+00,7.087988280472147835e+02
7.000000000000000000e+05,3.280000000000000000e+03,9.490883337779881913e+03,-4.536194248717372979e+00,7.140311497556751874e+02
7.000000000000000000e+05,3.320000000000000000e+03,9.479788489372464028e+03,-4.531797751006894970e+00,7.192752021170475700e+02
7.000000000000000000e+05,3.360000000000000000e+03,9.468594362723115410e+03,-4.527435320378272010e+00,7.245311034817435711e+02
7.000000000000000000e+05,3.400000000000000000e+03,9.457301083574373479e+03,-4.523106457379952872e+00,7.297989413161126322e+02
7.000000000000000000e+05,3.440000000000000000e+03,9.445908781912228733e+03,-4.518810571443482083e+00,7.350788650924232570e+02
7.000000000000000000e+05,3.480000000000000000e+03,9.434417591909144903e+03,-4.514547171032011086e+00,7.403710089551306055e+02
7.000000000000000000e+05,3.520000000000000000e+03,9.422827651933384914e+03,-4.510315558531383218e+00,7.456756096619623122e+02
7.000000000000000000e+05,3.560000000000000000e+03,9.411139104381672951e+03,-4.506115372782868000e+00,7.509928181194013632e+02
7.500000000000001164e+05,1.600000000000000000e+03,9.987235130857103286e+03,-4.782500010670156954e+00,5.056352639877433717e+02
7.500000000000001164e+05,1.640000000000000000e+03,9.980598246756835579e+03,-4.776308515163021795e+00,5.095401999730182752e+02
7.500000000000001164e+05,1.680000000000000000e+03,9.973870941147817575e+03,-4.770164613115551511e+00,5.135113464236139862e+02
7.500000000000001164e+05,1.720000000000000000e+03,9.967052795204965150e+03,-4.764068480961866747e+00,5.175454267834237498e+02
7.500000000000001164e+05,1.760000000000000000e+03,9.960143410742855849e+03,-4.758020227454376361e+00,5.216392691733232141e+02
7.500000000000001164e+05,1.800000000000000000e+03,9.953142411015071048e+03,-4.752020397582148448e+00,5.257897816999899305e+02
7.500000000000001164e+05,1.840000000000000000e+03,9.946049440918710388e+03,-4.746069087652820429e+00,5.299940026819311925e+02
7.500000000000001164e+05,1.880000000000000000e+03,9.938864167418183570e+03,-4.740166488000686407e+00,5.342490658723182833e+02
7.500000000000001164e+05,1.920000000000000000e+03,9.931586279507482686e+03,-4.734312892435044162e+00,5.385522097468314087e+02
7.500000000000001164e+05,1.960000000000000000e+03,9.924215488123963951e+03,-4.728508339903466862e+00,5.429007885216080922e+02
7.500000000000001164e+05,2.000000000000000000e+03,9.916751526078132883e+03,-4.722752976638245670e+00,5.472922614146004889e+02
7.500000000000001164e+05,2.040000000000000000e+03,9.909194147567559412e+03,-4.717046895699493980e+00,5.517241921016294555e+02
7.500000000000001164e+05,2.080000000000000000e+03,9.901543127926075613e+03,-4.711390094312395860e+00,5.561942566661037972e+02
7.500000000000001164e+05,2.120000000000000000e+03,9.893798263110300468e+03,-4.705782454600334397e+00,5.607002453404976450e+02
7.500000000000001164e+05,2.160000000000000000e+03,9.885959369138136026e+03,-4.700223920541479750e+00,5.652400471947732967e+02
7.500000000000001164e+05,2.200000000000000000e+03,9.878026281565898898e+03,-4.694714548550829925e+00,5.698116387559171017e+02
7.500000000000001164e+05,2.240000000000000000e+03,9.869998854723469776e+03,-4.689253853187280718e+00,5.744131477546052338e+02
7.500000000000001164e+05,2.280000000000000000e+03,9.861876961218935321e+03,-4.683841891729053408e+00,5.790427488670891307e+02
7.500000000000001164e+05,2.320000000000000000e+03,9.853660491118864229e+03,-4.678478247683484526e+00,5.836987586455653627e+02
7.500000000000001164e+05,2.360000000000000000e+03,9.845349351263595963e+03,-4.673162693617544328e+00,5.883795697364423631e+02
7.500000000000001164e+05,2.400000000000000000e+03,9.836943464562167719e+03,-4.667894810735321087e+00,5.930836855513583714e+02
7.500000000000001164e+05,2.440000000000000000e+03,9.828442769232629871e+03,-4.662674289945603512e+00,5.978096887552843555e+02
7.500000000000001164e+05,2.480000000000000000e+03,9.819847218079379672e+03,-4.657500630672062769e+00,6.025562720850878122e+02
7.500000000000001164e+05,2.520000000000000000e+03,9.811156777789416083e+03,-4.652373491390911830e+00,6.073221948446390570e+02
7.500000000000001164e+05,2.560000000000000000e+03,9.802371428137827024e+03,-4.647292359182702448e+00,6.121063196985033983e+02
7.500000000000001164e+05,2.600000000000000000e+03,9.793491161310115785e+03,-4.642256738369017199e+00,6.169075867336601959e+02
7.500000000000001164e+05,2.640000000000000000e+03,9.784515981188531441e+03,-4.637266050850003651e+00,6.217250286057745825e+02
7.500000000000001164e+05,2.680000000000000000e+03,9.775445902736126300e+03,-4.632319859075153090e+00,6.265577311192174648e+02
7.500000000000001164e+05,2.720000000000000000e+03,9.766280951183989600e+03,-4.627417498368259885e+00,6.314048861582268728e+02
7.500000000000001164e+05,2.760000000000000000e+03,9.757021161535732972e+03,-4.622558441932381967e+00,6.362657423756406843e+02
7.500000000000001164e+05,2.800000000000000000e+03,9.747666577835065254e+03,-4.617742090615783113e+00,6.411396148779447230e+02
7.500000000000001164e+05,2.840000000000000000e+03,9.738217252635764453e+03,-4.612967793345856826e+00,6.460259046999859720e+02
7.500000000000001164e+05,2.880000000000000000e+03,9.728673246393591398e+03,-4.608235010178217905e+00,6.509240567520556624e+02
7.500000000000001164e+05,2.920000000000000000e+03,9.719034626983990165e+03,-4.603543065950251645e+00,6.558335883366486314e+02
7.500000000000001164e+05,2.960000000000000000e+03,9.709301468991327056e+03,-4.598891297673493916e+00,6.607540882123670372e+02
7.500000000000001164e+05,3.000000000000000000e+03,9.699473853559276904e+03,-4.594279176959670252e+00,6.656851712844802478e+02
7.500000000000001164e+05,3.040000000000000000e+03,9.689551867582793420e+03,-4.589705971853154765e+00,6.706265383193834850e+02
7.500000000000001164e+05,3.080000000000000000e+03,9.679535603519698270e+03,-4.585171016775368535e+00,6.755779363795898007e+02
7.500000000000001164e+05,3.120000000000000000e+03,9.669425158830415967e+03,-4.580673743040462043e+00,6.805391404186436830e+02
7.500000000000001164e+05,3.160000000000000000e+03,9.659220635753790702e+03,-4.576213494562379580e+00,6.855099904827605997e+02
7.500000000000001164e+05,3.200000000000000000e+03,9.648922050383005626e+03,-4.571781942597937132e+00,6.904918970000888976e+02
7.500000000000001164e+05,3.240000000000000000e+03,9.638529519581998102e+03,-4.567394623555594002e+00,6.954816120537544748e+02
7.500000000000001164e+05,3.280000000000000000e+03,9.628043258713005343e+03,-4.563042293031264407e+00,7.004807545971433456e+02
7.500000000000001164e+05,3.320000000000000000e+03,9.617463384586410029e+03,-4.558724523962049524e+00,7.054892833249754176e+02
7.500000000000001164e+05,3.360000000000000000e+03,9.606790017474606429e+03,-4.554440546727948735e+00,7.105072602983275374e+02
7.500000000000001164e+05,3.400000000000000000e+03,9.596023280712570340e+03,-4.550189824619900847e+00,7.155347456127872192e+02
7.500000000000001164e+05,3.440000000000000000e+03,9.585164945917245859e+03,-4.545971672554699694e+00,7.205717592207518010e+02
7.500000000000001164e+05,3.480000000000000000e+03,9.574211847456501346e+03,-4.541782918537145441e+00,7.256192375391036649e+02
7.500000000000001164e+05,3.520000000000000000e+03,9.563165708449363592e+03,-4.537629305904105514e+00,7.306757229543306948e+02
7.500000000000001164e+05,3.560000000000000000e+03,9.552026742534875666e+03,-4.533506508495748655e+00,7.357422768875187558e+02
8.000000000000001164e+05,1.600000000000000000e+03,1.010367673810454835e+04,-4.804335103685192010e+00,5.008822701150220951e+02
8.000000000000001164e+05,1.640000000000000000e+03,1.009729234480345258e+04,-4.798244869285735348e+00,5.046287353854580147e+02
