#P[bar], T[K], rho[g/cm3], log10(alpha)[1/K], cp[J/(kg*K)], c2/c, fc2/c, per, wus, aperov, perov, fperov, ab, an, sp, herc, fo, fa, wad, fwad, ring, fring, odi, en, fs, ts, jd, di, hed, cen, cts, cor, aki, faki, gr, alm, maj, py, jmaj, cmaj, fmaj, appv, ppv, fppv, mfer, ffer, nfer, ca-pv, cfs, ky, neph, coe, seif, q, s, bad
1250000.0,1700.0,5.4936300000000005,-4.82374,1227.40435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.65658,0.0,0.0,0.0
1250000.0,1927.1428600000002,5.4747699999999995,-4.8163,1243.07245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.65658,0.0,0.0,0.0
1250000.0,2154.28571,5.45567,-4.80971,1256.36905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.65658,0.0,0.0,0.0
1250000.0,2381.42857,5.43636,-4.803640000000001,1268.20614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.65658,0.0,0.0,0.0
1250000.0,2608.57143,5.41686,-4.7979,1279.12979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.65658,0.0,0.0,0.0
1250000.0,2835.71429,5.39691,-4.7923599999999995,1289.48703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.0,0.0,0.65658,0.0
1250000.0,3062.85714,5.37705,-4.78693,1299.5007699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.0,0.0,0.65658,0.0
1250000.0,3290.0,5.29838,-4.88251,1278.89176,0.0,0.0,0.0,0.0,3.6681199999999996,83.89648000000001,2.72758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26200999999999997,3.4397699999999998,0.1093,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.0,0.0,0.65658,0.0
1250000.0,3517.14286,5.280069999999999,-4.88304,1284.27271,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.0,0.0,0.65658,0.0
1250000.0,3744.28571,5.26432,-4.8789,1290.82275,0.0,0.0,0.0,0.0,3.93013,87.33624,2.8368700000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.24017,0.0,0.0,0.0,0.0,0.0,0.0,0.65658,0.0
