#P[bar], T[K], rho[g/cm3], log10(alpha)[1/K], cp[J/(kg*K)], c2/c, fc2/c, per, wus, aperov, perov, fperov, ab, an, sp, herc, fo, fa, wad, fwad, ring, fring, odi, en, fs, ts, jd, di, hed, cen, cts, cor, aki, faki, gr, alm, maj, py, jmaj, cmaj, fmaj, appv, ppv, fppv, mfer, ffer, nfer, ca-pv, cfs, ky, neph, coe, seif, q, s, bad
1250000.0,1700.0,5.540080000000001,-4.82711,1211.01377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,2.42143,0.0,0.0,0.0
1250000.0,1927.1428600000002,5.52121,-4.81968,1226.3929699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,2.42143,0.0,0.0,0.0
1250000.0,2154.28571,5.5021,-4.81312,1239.43697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,2.42143,0.0,0.0,0.0
1250000.0,2381.42857,5.48278,-4.8070699999999995,1251.04334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,2.42143,0.0,0.0,0.0
1250000.0,2608.57143,5.46327,-4.80135,1261.74926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,2.42143,0.0,0.0,0.0
1250000.0,2835.71429,5.44258,-4.7958099999999995,1271.90144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,0.0,0.0,2.42143,0.0
1250000.0,3062.85714,5.35985,-4.89155,1254.361,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,0.0,0.0,2.42143,0.0
1250000.0,3290.0,5.34417,-4.88732,1261.10795,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,0.0,0.0,2.42143,0.0
1250000.0,3517.14286,5.32839,-4.88313,1267.68951,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,0.0,0.0,2.42143,0.0
1250000.0,3744.28571,5.31249,-4.87897,1274.17831,0.0,0.0,0.0,0.0,2.43902,81.30081,5.70865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.13008,0.0,0.0,0.0,0.0,0.0,0.0,2.42143,0.0
