# P,T,density,Cp,alpha,liq_water,ice_VI,ice_VII
1.000,300.0,996.55639,4180.59629,-3.56100,1,0,0
1.000,302.0,995.99048,4180.18363,-3.53293,1,0,0
1.000,304.0,995.38897,4179.79289,-3.50742,1,0,0
1.000,306.0,994.75313,4179.49575,-3.48409,1,0,0
1.000,308.0,994.08413,4179.34800,-3.46261,1,0,0
1.000,310.0,993.38298,4179.33723,-3.44269,1,0,0
1.000,312.0,992.65064,4179.43335,-3.42413,1,0,0
1.000,314.0,991.88797,4179.61223,-3.40676,1,0,0
1.000,316.0,991.09582,4179.87123,-3.39047,1,0,0
1.000,318.0,990.27498,4180.21187,-3.37514,1,0,0
1.000,320.0,989.42622,4180.63375,-3.36066,1,0,0
1.000,322.0,988.55023,4181.13074,-3.34693,1,0,0
1.000,324.0,987.64764,4181.69531,-3.33389,1,0,0
1.000,326.0,986.71905,4182.32123,-3.32146,1,0,0
1.000,328.0,985.76505,4183.00785,-3.30959,1,0,0
1.000,330.0,984.78618,4183.75568,-3.29824,1,0,0
1.000,332.0,983.78293,4184.56488,-3.28735,1,0,0
1.000,334.0,982.75581,4185.43478,-3.27689,1,0,0
1.000,336.0,981.70524,4186.36433,-3.26683,1,0,0
1.000,338.0,980.63167,4187.35250,-3.25713,1,0,0
1.000,340.0,979.53548,4188.39998,-3.24776,1,0,0
1.000,342.0,978.41705,4189.50820,-3.23870,1,0,0
1.000,344.0,977.27675,4190.67852,-3.22992,1,0,0
1.000,346.0,976.11490,4191.91225,-3.22142,1,0,0
1.000,348.0,974.93184,4193.21068,-3.21315,1,0,0
1.000,350.0,973.72784,4194.57500,-3.20512,1,0,0
1.000,352.0,972.50320,4196.00664,-3.19730,1,0,0
1.000,354.0,971.25819,4197.50761,-3.18968,1,0,0
1.000,356.0,969.99304,4199.07990,-3.18224,1,0,0
1.000,358.0,968.70800,4200.72547,-3.17498,1,0,0
1.000,360.0,967.40329,4202.44634,-3.16788,1,0,0
1.000,362.0,966.07911,4204.24453,-3.16094,1,0,0
1.000,364.0,964.73566,4206.12200,-3.15413,1,0,0
1.000,366.0,963.37312,4208.08085,-3.14746,1,0,0
1.000,368.0,961.99166,4210.12334,-3.14091,1,0,0
1.000,370.0,960.59144,4212.25165,-3.13449,1,0,0
1.000,372.0,959.17259,4214.46797,-3.12817,1,0,0
1.000,374.0,957.73526,4216.77455,-3.12195,1,0,0
1.000,376.0,956.27958,4219.17362,-3.11583,1,0,0
1.000,378.0,954.80565,4221.66736,-3.10980,1,0,0
1.000,380.0,953.31357,4224.25804,-3.10385,1,0,0
1.000,382.0,951.80345,4226.94800,-3.09799,1,0,0
1.000,384.0,950.27537,4229.73953,-3.09219,1,0,0
1.000,386.0,948.72940,4232.63492,-3.08647,1,0,0
1.000,388.0,947.16560,4235.63654,-3.08081,1,0,0
1.000,390.0,945.58404,4238.74675,-3.07522,1,0,0
1.000,392.0,943.98476,4241.96791,-3.06967,1,0,0
1.000,394.0,942.36779,4245.30238,-3.06419,1,0,0
1.000,396.0,940.73318,4248.75269,-3.05874,1,0,0
1.000,398.0,939.08093,4252.32137,-3.05335,1,0,0
1.000,400.0,937.41106,4256.01090,-3.04799,1,0,0
1.000,402.0,935.72358,4259.82385,-3.04268,1,0,0
1.000,404.0,934.01847,4263.76288,-3.03739,1,0,0
1.000,406.0,932.29573,4267.83065,-3.03214,1,0,0
1.000,408.0,930.55533,4272.02979,-3.02692,1,0,0
1.000,410.0,928.79724,4276.36317,-3.02173,1,0,0
1.000,412.0,927.02142,4280.83379,-3.01655,1,0,0
1.000,414.0,925.22782,4285.44466,-3.01140,1,0,0
1.000,416.0,923.41638,4290.19877,-3.00627,1,0,0
1.000,418.0,921.58704,4295.09929,-3.00115,1,0,0
1.000,420.0,919.73973,4300.14945,-2.99604,1,0,0
1.000,422.0,917.87436,4305.35247,-2.99094,1,0,0
1.000,424.0,915.99083,4310.71162,-2.98585,1,0,0
1.000,426.0,914.08905,4316.23066,-2.98077,1,0,0
1.000,428.0,912.16890,4321.91358,-2.97569,1,0,0
1.000,430.0,910.23025,4327.76439,-2.97061,1,0,0
1.000,432.0,908.27299,4333.78709,-2.96553,1,0,0
1.000,434.0,906.29696,4339.98581,-2.96044,1,0,0
1.000,436.0,904.30203,4346.36472,-2.95535,1,0,0
1.000,438.0,902.28802,4352.92803,-2.95025,1,0,0
1.000,440.0,900.25477,4359.67995,-2.94514,1,0,0
1.000,442.0,898.20210,4366.62565,-2.94002,1,0,0
1.000,444.0,896.12980,4373.77102,-2.93488,1,0,0
1.000,446.0,894.03766,4381.12200,-2.92973,1,0,0
1.000,448.0,891.92547,4388.68456,-2.92455,1,0,0
1.000,450.0,889.79299,4396.46451,-2.91936,1,0,0
1.000,452.0,887.64000,4404.46739,-2.91414,1,0,0
1.000,454.0,885.46624,4412.69874,-2.90890,1,0,0
1.000,456.0,883.27145,4421.16412,-2.90364,1,0,0
1.000,458.0,881.05535,4429.86999,-2.89834,1,0,0
1.000,460.0,878.81762,4438.82552,-2.89301,1,0,0
1.000,462.0,876.55794,4448.04044,-2.88764,1,0,0
1.000,464.0,874.27595,4457.52458,-2.88223,1,0,0
1.000,466.0,871.97131,4467.28772,-2.87678,1,0,0
1.000,468.0,869.64367,4477.33837,-2.87129,1,0,0
1.000,470.0,867.29266,4487.68437,-2.86576,1,0,0
1.000,472.0,864.91789,4498.33360,-2.86019,1,0,0
1.000,474.0,862.51898,4509.29403,-2.85458,1,0,0
1.000,476.0,860.09547,4520.57610,-2.84891,1,0,0
1.000,478.0,857.64691,4532.19473,-2.84318,1,0,0
1.000,480.0,855.17278,4544.16546,-2.83739,1,0,0
1.000,482.0,852.67255,4556.50402,-2.83154,1,0,0
1.000,484.0,850.14566,4569.22630,-2.82562,1,0,0
1.000,486.0,847.59152,4582.34836,-2.81963,1,0,0
1.000,488.0,845.00951,4595.88647,-2.81356,1,0,0
1.000,490.0,842.39903,4609.85702,-2.80743,1,0,0
1.000,492.0,839.75942,4624.27664,-2.80122,1,0,0
1.000,494.0,837.09005,4639.16207,-2.79494,1,0,0
1.000,496.0,834.39025,4654.53027,-2.78859,1,0,0
1.000,498.0,831.65937,4670.39837,-2.78217,1,0,0
2500.995,300.0,1086.12434,3858.11368,-3.37474,1,0,0
2500.995,302.0,1085.20528,3859.04973,-3.37202,1,0,0
2500.995,304.0,1084.28114,3859.91974,-3.36921,1,0,0
2500.995,306.0,1083.35169,3860.89880,-3.36630,1,0,0
2500.995,308.0,1082.41668,3862.12704,-3.36328,1,0,0
2500.995,310.0,1081.47583,3863.59277,-3.36014,1,0,0
2500.995,312.0,1080.52887,3865.24552,-3.35690,1,0,0
2500.995,314.0,1079.57559,3867.00993,-3.35361,1,0,0
2500.995,316.0,1078.61589,3868.73368,-3.35030,1,0,0
2500.995,318.0,1077.64971,3870.24549,-3.34699,1,0,0
2500.995,320.0,1076.67704,3871.44068,-3.34370,1,0,0
2500.995,322.0,1075.69787,3872.43159,-3.34042,1,0,0
2500.995,324.0,1074.71219,3873.37566,-3.33715,1,0,0
2500.995,326.0,1073.71996,3874.40214,-3.33387,1,0,0
2500.995,328.0,1072.72111,3875.53027,-3.33057,1,0,0
2500.995,330.0,1071.71558,3876.75466,-3.32727,1,0,0
2500.995,332.0,1070.70334,3878.05952,-3.32398,1,0,0
2500.995,334.0,1069.68440,3879.37989,-3.32072,1,0,0
2500.995,336.0,1068.65880,3880.63448,-3.31750,1,0,0
2500.995,338.0,1067.62662,3881.74606,-3.31432,1,0,0
2500.995,340.0,1066.58794,3882.68376,-3.31120,1,0,0
2500.995,342.0,1065.54283,3883.43909,-3.30811,1,0,0
2500.995,344.0,1064.49136,3884.00465,-3.30507,1,0,0
2500.995,346.0,1063.43359,3884.39443,-3.30206,1,0,0
2500.995,348.0,1062.36956,3884.64152,-3.29908,1,0,0
2500.995,350.0,1061.29930,3884.78035,-3.29612,1,0,0
2500.995,352.0,1060.22282,3884.84676,-3.29316,1,0,0
2500.995,354.0,1059.14010,3884.87860,-3.29021,1,0,0
2500.995,356.0,1058.05109,3884.91463,-3.28725,1,0,0
2500.995,358.0,1056.95578,3884.98833,-3.28430,1,0,0
2500.995,360.0,1055.85414,3885.10297,-3.28135,1,0,0
2500.995,362.0,1054.74616,3885.25205,-3.27840,1,0,0
2500.995,364.0,1053.63184,3885.42958,-3.27548,1,0,0
2500.995,366.0,1052.51119,3885.64609,-3.27256,1,0,0
2500.995,368.0,1051.38422,3885.92858,-3.26967,1,0,0
2500.995,370.0,1050.25095,3886.30524,-3.26679,1,0,0
2500.995,372.0,1049.11141,3886.79508,-3.26393,1,0,0
2500.995,374.0,1047.96562,3887.38232,-3.26109,1,0,0
2500.995,376.0,1046.81360,3888.04280,-3.25827,1,0,0
2500.995,378.0,1045.65541,3888.75162,-3.25548,1,0,0
2500.995,380.0,1044.49108,3889.48077,-3.25272,1,0,0
2500.995,382.0,1043.32068,3890.19903,-3.25000,1,0,0
2500.995,384.0,1042.14429,3890.87432,-3.24731,1,0,0
2500.995,386.0,1040.96199,3891.47762,-3.24466,1,0,0
2500.995,388.0,1039.77385,3892.00112,-3.24205,1,0,0
2500.995,390.0,1038.57995,3892.44468,-3.23946,1,0,0
2500.995,392.0,1037.38033,3892.80819,-3.23690,1,0,0
2500.995,394.0,1036.17507,3893.10018,-3.23437,1,0,0
2500.995,396.0,1034.96418,3893.34888,-3.23185,1,0,0
2500.995,398.0,1033.74772,3893.58577,-3.22935,1,0,0
2500.995,400.0,1032.52569,3893.84247,-3.22687,1,0,0
2500.995,402.0,1031.29812,3894.13830,-3.22439,1,0,0
2500.995,404.0,1030.06500,3894.47802,-3.22192,1,0,0
2500.995,406.0,1028.82636,3894.86559,-3.21946,1,0,0
2500.995,408.0,1027.58219,3895.30460,-3.21701,1,0,0
2500.995,410.0,1026.33252,3895.79320,-3.21457,1,0,0
2500.995,412.0,1025.07738,3896.32554,-3.21216,1,0,0
2500.995,414.0,1023.81682,3896.89547,-3.20976,1,0,0
2500.995,416.0,1022.55086,3897.49708,-3.20738,1,0,0
2500.995,418.0,1021.27955,3898.12790,-3.20501,1,0,0
2500.995,420.0,1020.00292,3898.78741,-3.20267,1,0,0
2500.995,422.0,1018.72100,3899.47504,-3.20034,1,0,0
2500.995,424.0,1017.43384,3900.18967,-3.19802,1,0,0
2500.995,426.0,1016.14148,3900.92624,-3.19573,1,0,0
2500.995,428.0,1014.84396,3901.67756,-3.19346,1,0,0
2500.995,430.0,1013.54132,3902.43622,-3.19120,1,0,0
2500.995,432.0,1012.23362,3903.19492,-3.18897,1,0,0
2500.995,434.0,1010.92091,3903.94900,-3.18675,1,0,0
2500.995,436.0,1009.60322,3904.69535,-3.18456,1,0,0
2500.995,438.0,1008.28061,3905.43074,-3.18238,1,0,0
2500.995,440.0,1006.95312,3906.15224,-3.18022,1,0,0
2500.995,442.0,1005.62080,3906.86232,-3.17807,1,0,0
2500.995,444.0,1004.28368,3907.56795,-3.17594,1,0,0
2500.995,446.0,1002.94182,3908.27634,-3.17383,1,0,0
2500.995,448.0,1001.59523,3908.99471,-3.17173,1,0,0
2500.995,450.0,1000.24396,3909.72885,-3.16964,1,0,0
2500.995,452.0,998.88802,3910.48242,-3.16756,1,0,0
2500.995,454.0,997.52744,3911.25894,-3.16549,1,0,0
2500.995,456.0,996.16223,3912.06198,-3.16343,1,0,0
2500.995,458.0,994.79242,3912.89487,-3.16138,1,0,0
2500.995,460.0,993.41803,3913.76026,-3.15933,1,0,0
2500.995,462.0,992.03908,3914.66064,-3.15730,1,0,0
2500.995,464.0,990.65560,3915.59854,-3.15527,1,0,0
2500.995,466.0,989.26761,3916.57542,-3.15325,1,0,0
2500.995,468.0,987.87514,3917.58288,-3.15125,1,0,0
2500.995,470.0,986.47819,3918.60694,-3.14924,1,0,0
2500.995,472.0,985.07679,3919.63328,-3.14725,1,0,0
2500.995,474.0,983.67096,3920.64741,-3.14526,1,0,0
2500.995,476.0,982.26072,3921.64429,-3.14329,1,0,0
2500.995,478.0,980.84609,3922.63632,-3.14132,1,0,0
2500.995,480.0,979.42710,3923.63793,-3.13936,1,0,0
2500.995,482.0,978.00379,3924.66375,-3.13741,1,0,0
2500.995,484.0,976.57617,3925.72863,-3.13547,1,0,0
2500.995,486.0,975.14427,3926.84764,-3.13354,1,0,0
2500.995,488.0,973.70813,3928.03606,-3.13162,1,0,0
2500.995,490.0,972.26776,3929.30938,-3.12971,1,0,0
2500.995,492.0,970.82319,3930.68331,-3.12780,1,0,0
2500.995,494.0,969.37443,3932.17377,-3.12590,1,0,0
2500.995,496.0,967.92150,3933.79689,-3.12400,1,0,0
2500.995,498.0,966.46441,3935.56903,-3.12211,1,0,0
5000.990,300.0,1148.55406,3824.10173,-3.34142,1,0,0
5000.990,302.0,1147.50858,3824.29410,-3.34192,1,0,0
5000.990,304.0,1146.46531,3823.60576,-3.34248,1,0,0
5000.990,306.0,1145.42442,3821.77383,-3.34312,1,0,0
5000.990,308.0,1144.38608,3818.66734,-3.34380,1,0,0
5000.990,310.0,1143.35031,3814.69756,-3.34447,1,0,0
5000.990,312.0,1142.31696,3810.42105,-3.34505,1,0,0
5000.990,314.0,1141.28577,3806.31356,-3.34548,1,0,0
5000.990,316.0,1140.25631,3802.55691,-3.34572,1,0,0
5000.990,318.0,1139.22810,3799.27599,-3.34575,1,0,0
5000.990,320.0,1138.20067,3796.56142,-3.34560,1,0,0
5000.990,322.0,1137.17360,3794.39108,-3.34529,1,0,0
5000.990,324.0,1136.14656,3792.71977,-3.34484,1,0,0
5000.990,326.0,1135.11923,3791.47247,-3.34427,1,0,0
5000.990,328.0,1134.09139,3790.47198,-3.34362,1,0,0
5000.990,330.0,1133.06286,3789.51446,-3.34290,1,0,0
5000.990,332.0,1132.03352,3788.42893,-3.34216,1,0,0
5000.990,334.0,1131.00337,3787.22304,-3.34142,1,0,0
5000.990,336.0,1129.97241,3785.95942,-3.34068,1,0,0
5000.990,338.0,1128.94061,3784.70757,-3.33991,1,0,0
5000.990,340.0,1127.90782,3783.58206,-3.33906,1,0,0
5000.990,342.0,1126.87386,3782.72085,-3.33812,1,0,0
5000.990,344.0,1125.83848,3782.25447,-3.33708,1,0,0
5000.990,346.0,1124.80150,3782.12495,-3.33598,1,0,0
5000.990,348.0,1123.76279,3782.10632,-3.33484,1,0,0
5000.990,350.0,1122.72231,3781.96241,-3.33370,1,0,0
5000.990,352.0,1121.68007,3781.52825,-3.33257,1,0,0
5000.990,354.0,1120.63613,3780.77656,-3.33148,1,0,0
5000.990,356.0,1119.59058,3779.69472,-3.33043,1,0,0
5000.990,358.0,1118.54351,3778.28391,-3.32939,1,0,0
5000.990,360.0,1117.49494,3776.61656,-3.32837,1,0,0
5000.990,362.0,1116.44487,3774.78926,-3.32734,1,0,0
5000.990,364.0,1115.39328,3772.89992,-3.32629,1,0,0
5000.990,366.0,1114.34011,3771.03023,-3.32522,1,0,0
5000.990,368.0,1113.28531,3769.24572,-3.32412,1,0,0
5000.990,370.0,1112.22880,3767.61251,-3.32299,1,0,0
5000.990,372.0,1111.17052,3766.18727,-3.32183,1,0,0
5000.990,374.0,1110.11036,3764.98874,-3.32063,1,0,0
5000.990,376.0,1109.04824,3764.02705,-3.31940,1,0,0
5000.990,378.0,1107.98409,3763.31101,-3.31813,1,0,0
5000.990,380.0,1106.91783,3762.81573,-3.31685,1,0,0
5000.990,382.0,1105.84943,3762.48097,-3.31555,1,0,0
5000.990,384.0,1104.77887,3762.24347,-3.31425,1,0,0
5000.990,386.0,1103.70614,3762.04590,-3.31295,1,0,0
5000.990,388.0,1102.63124,3761.87255,-3.31165,1,0,0
5000.990,390.0,1101.55417,3761.72271,-3.31035,1,0,0
5000.990,392.0,1100.47492,3761.59559,-3.30905,1,0,0
5000.990,394.0,1099.39351,3761.47948,-3.30775,1,0,0
5000.990,396.0,1098.30992,3761.33810,-3.30645,1,0,0
5000.990,398.0,1097.22415,3761.13101,-3.30515,1,0,0
5000.990,400.0,1096.13622,3760.81755,-3.30387,1,0,0
5000.990,402.0,1095.04616,3760.37528,-3.30260,1,0,0
5000.990,404.0,1093.95403,3759.80336,-3.30135,1,0,0
5000.990,406.0,1092.85989,3759.10210,-3.30013,1,0,0
5000.990,408.0,1091.76379,3758.27392,-3.29893,1,0,0
5000.990,410.0,1090.66578,3757.34969,-3.29774,1,0,0
5000.990,412.0,1089.56587,3756.38159,-3.29655,1,0,0
5000.990,414.0,1088.46407,3755.42327,-3.29537,1,0,0
5000.990,416.0,1087.36037,3754.52697,-3.29418,1,0,0
5000.990,418.0,1086.25475,3753.72350,-3.29297,1,0,0
5000.990,420.0,1085.14718,3753.03182,-3.29176,1,0,0
5000.990,422.0,1084.03764,3752.47105,-3.29054,1,0,0
5000.990,424.0,1082.92608,3752.05780,-3.28930,1,0,0
5000.990,426.0,1081.81248,3751.78497,-3.28805,1,0,0
5000.990,428.0,1080.69681,3751.63302,-3.28679,1,0,0
5000.990,430.0,1079.57904,3751.58188,-3.28552,1,0,0
5000.990,432.0,1078.45915,3751.61060,-3.28425,1,0,0
5000.990,434.0,1077.33716,3751.69344,-3.28299,1,0,0
5000.990,436.0,1076.21310,3751.80164,-3.28174,1,0,0
5000.990,438.0,1075.08699,3751.90579,-3.28050,1,0,0
5000.990,440.0,1073.95888,3751.97746,-3.27928,1,0,0
5000.990,442.0,1072.82879,3752.01257,-3.27807,1,0,0
5000.990,444.0,1071.69676,3752.02702,-3.27687,1,0,0
5000.990,446.0,1070.56281,3752.03753,-3.27568,1,0,0
5000.990,448.0,1069.42695,3752.06086,-3.27450,1,0,0
5000.990,450.0,1068.28921,3752.10230,-3.27332,1,0,0
5000.990,452.0,1067.14960,3752.15117,-3.27215,1,0,0
5000.990,454.0,1066.00814,3752.19532,-3.27098,1,0,0
5000.990,456.0,1064.86485,3752.22241,-3.26982,1,0,0
5000.990,458.0,1063.71976,3752.22086,-3.26868,1,0,0
5000.990,460.0,1062.57290,3752.18211,-3.26755,1,0,0
5000.990,462.0,1061.42432,3752.09799,-3.26643,1,0,0
5000.990,464.0,1060.27404,3751.96019,-3.26533,1,0,0
5000.990,466.0,1059.12212,3751.76194,-3.26425,1,0,0
5000.990,468.0,1057.96858,3751.51255,-3.26317,1,0,0
5000.990,470.0,1056.81344,3751.23038,-3.26210,1,0,0
5000.990,472.0,1055.65673,3750.93414,-3.26103,1,0,0
5000.990,474.0,1054.49846,3750.64280,-3.25997,1,0,0
5000.990,476.0,1053.33864,3750.37069,-3.25892,1,0,0
5000.990,478.0,1052.17727,3750.12340,-3.25786,1,0,0
5000.990,480.0,1051.01435,3749.90569,-3.25680,1,0,0
5000.990,482.0,1049.84989,3749.72233,-3.25575,1,0,0
5000.990,484.0,1048.68389,3749.57814,-3.25469,1,0,0
5000.990,486.0,1047.51634,3749.47800,-3.25363,1,0,0
5000.990,488.0,1046.34724,3749.42684,-3.25257,1,0,0
5000.990,490.0,1045.17660,3749.42960,-3.25151,1,0,0
5000.990,492.0,1044.00442,3749.49131,-3.25045,1,0,0
5000.990,494.0,1042.83070,3749.61701,-3.24940,1,0,0
5000.990,496.0,1041.65545,3749.81180,-3.24834,1,0,0
5000.990,498.0,1040.47868,3750.08084,-3.24729,1,0,0
7500.985,300.0,1197.50449,3853.59006,-3.33666,1,0,0
7500.985,302.0,1196.40442,3849.24671,-3.33869,1,0,0
7500.985,304.0,1195.31026,3845.18590,-3.34053,1,0,0
7500.985,306.0,1194.22141,3841.79900,-3.34212,1,0,0
7500.985,308.0,1193.13723,3839.31132,-3.34349,1,0,0
7500.985,310.0,1192.05723,3837.26058,-3.34470,1,0,0
7500.985,312.0,1190.98113,3835.00135,-3.34586,1,0,0
7500.985,314.0,1189.90891,3831.94561,-3.34707,1,0,0
7500.985,316.0,1188.84081,3827.72896,-3.34843,1,0,0
7500.985,318.0,1187.77722,3822.02586,-3.34997,1,0,0
7500.985,320.0,1186.71851,3814.72863,-3.35163,1,0,0
7500.985,322.0,1185.66488,3806.42502,-3.35336,1,0,0
7500.985,324.0,1184.61635,3797.85230,-3.35506,1,0,0
7500.985,326.0,1183.57266,3789.67038,-3.35660,1,0,0
7500.985,328.0,1182.53331,3782.21717,-3.35790,1,0,0
7500.985,330.0,1181.49763,3775.76397,-3.35891,1,0,0
7500.985,332.0,1180.46493,3770.51664,-3.35964,1,0,0
7500.985,334.0,1179.43458,3766.34200,-3.36014,1,0,0
7500.985,336.0,1178.40608,3762.99996,-3.36045,1,0,0
7500.985,338.0,1177.37906,3760.24666,-3.36064,1,0,0
7500.985,340.0,1176.35327,3757.85246,-3.36075,1,0,0
7500.985,342.0,1175.32858,3755.59169,-3.36082,1,0,0
7500.985,344.0,1174.30495,3753.24017,-3.36089,1,0,0
7500.985,346.0,1173.28239,3750.69363,-3.36097,1,0,0
7500.985,348.0,1172.26090,3747.95437,-3.36105,1,0,0
7500.985,350.0,1171.24050,3745.02904,-3.36113,1,0,0
7500.985,352.0,1170.22112,3741.99819,-3.36116,1,0,0
7500.985,354.0,1169.20263,3739.08034,-3.36113,1,0,0
7500.985,356.0,1168.18485,3736.51352,-3.36101,1,0,0
7500.985,358.0,1167.16756,3734.48125,-3.36079,1,0,0
7500.985,360.0,1166.15053,3732.86829,-3.36047,1,0,0
7500.985,362.0,1165.13353,3731.46092,-3.36008,1,0,0
7500.985,364.0,1164.11646,3730.04260,-3.35965,1,0,0
7500.985,366.0,1163.09928,3728.44112,-3.35924,1,0,0
7500.985,368.0,1162.08210,3726.52839,-3.35889,1,0,0
7500.985,370.0,1161.06506,3724.17551,-3.35860,1,0,0
7500.985,372.0,1160.04830,3721.31739,-3.35837,1,0,0
7500.985,374.0,1159.03193,3718.12912,-3.35816,1,0,0
7500.985,376.0,1158.01596,3714.84442,-3.35795,1,0,0
7500.985,378.0,1157.00037,3711.69807,-3.35771,1,0,0
7500.985,380.0,1155.98506,3708.83408,-3.35742,1,0,0
7500.985,382.0,1154.96987,3706.30075,-3.35705,1,0,0
7500.985,384.0,1153.95463,3704.14272,-3.35661,1,0,0
7500.985,386.0,1152.93917,3702.39423,-3.35611,1,0,0
7500.985,388.0,1151.92336,3701.02530,-3.35555,1,0,0
7500.985,390.0,1150.90711,3699.98184,-3.35497,1,0,0
7500.985,392.0,1149.89036,3699.20843,-3.35436,1,0,0
7500.985,394.0,1148.87307,3698.64252,-3.35374,1,0,0
7500.985,396.0,1147.85522,3698.20709,-3.35311,1,0,0
7500.985,398.0,1146.83681,3697.82165,-3.35249,1,0,0
7500.985,400.0,1145.81786,3697.40490,-3.35188,1,0,0
7500.985,402.0,1144.79842,3696.90190,-3.35130,1,0,0
7500.985,404.0,1143.77853,3696.28898,-3.35073,1,0,0
7500.985,406.0,1142.75826,3695.54375,-3.35019,1,0,0
7500.985,408.0,1141.73764,3694.64630,-3.34967,1,0,0
7500.985,410.0,1140.71672,3693.61643,-3.34915,1,0,0
7500.985,412.0,1139.69547,3692.50351,-3.34862,1,0,0
7500.985,414.0,1138.67391,3691.35852,-3.34809,1,0,0
7500.985,416.0,1137.65200,3690.22752,-3.34756,1,0,0
7500.985,418.0,1136.62975,3689.10172,-3.34701,1,0,0
7500.985,420.0,1135.60714,3687.94137,-3.34647,1,0,0
7500.985,422.0,1134.58417,3686.70562,-3.34593,1,0,0
7500.985,424.0,1133.56087,3685.35945,-3.34540,1,0,0
7500.985,426.0,1132.53725,3683.92429,-3.34489,1,0,0
7500.985,428.0,1131.51337,3682.45108,-3.34438,1,0,0
7500.985,430.0,1130.48922,3680.99190,-3.34389,1,0,0
7500.985,432.0,1129.46484,3679.59851,-3.34338,1,0,0
7500.985,434.0,1128.44018,3678.31060,-3.34286,1,0,0
7500.985,436.0,1127.41519,3677.16103,-3.34232,1,0,0
7500.985,438.0,1126.38982,3676.18308,-3.34174,1,0,0
7500.985,440.0,1125.36398,3675.40862,-3.34114,1,0,0
7500.985,442.0,1124.33761,3674.83823,-3.34051,1,0,0
7500.985,444.0,1123.31067,3674.44676,-3.33985,1,0,0
7500.985,446.0,1122.28310,3674.20776,-3.33919,1,0,0
7500.985,448.0,1121.25488,3674.09411,-3.33851,1,0,0
7500.985,450.0,1120.22598,3674.07129,-3.33782,1,0,0
7500.985,452.0,1119.19640,3674.09476,-3.33713,1,0,0
7500.985,454.0,1118.16614,3674.11844,-3.33645,1,0,0
7500.985,456.0,1117.13522,3674.09539,-3.33577,1,0,0
7500.985,458.0,1116.10366,3673.98984,-3.33512,1,0,0
7500.985,460.0,1115.07153,3673.80169,-3.33448,1,0,0
7500.985,462.0,1114.03886,3673.53767,-3.33387,1,0,0
7500.985,464.0,1113.00572,3673.20463,-3.33327,1,0,0
7500.985,466.0,1111.97214,3672.81036,-3.33269,1,0,0
7500.985,468.0,1110.93813,3672.37082,-3.33211,1,0,0
7500.985,470.0,1109.90368,3671.90661,-3.33152,1,0,0
7500.985,472.0,1108.86879,3671.43871,-3.33092,1,0,0
7500.985,474.0,1107.83344,3670.98831,-3.33032,1,0,0
7500.985,476.0,1106.79762,3670.56519,-3.32971,1,0,0
7500.985,478.0,1105.76132,3670.15807,-3.32911,1,0,0
7500.985,480.0,1104.72457,3669.75321,-3.32852,1,0,0
7500.985,482.0,1103.68738,3669.33664,-3.32793,1,0,0
7500.985,484.0,1102.64979,3668.89410,-3.32736,1,0,0
7500.985,486.0,1101.61183,3668.41110,-3.32680,1,0,0
7500.985,488.0,1100.57352,3667.87286,-3.32625,1,0,0
7500.985,490.0,1099.53489,3667.26436,-3.32572,1,0,0
7500.985,492.0,1098.49597,3666.57031,-3.32519,1,0,0
7500.985,494.0,1097.45677,3665.77517,-3.32466,1,0,0
7500.985,496.0,1096.41728,3664.86313,-3.32413,1,0,0
7500.985,498.0,1095.37751,3663.81812,-3.32359,1,0,0
10000.980,300.0,1351.08981,2243.14946,-3.64505,0,1,0
10000.980,302.0,1237.50098,3906.01429,-3.34166,1,0,0
10000.980,304.0,1236.37854,3896.89780,-3.34469,1,0,0
10000.980,306.0,1235.26433,3889.02550,-3.34728,1,0,0
10000.980,308.0,1234.15723,3882.30284,-3.34949,1,0,0
10000.980,310.0,1233.05635,3876.64600,-3.35140,1,0,0
10000.980,312.0,1231.96099,3871.97167,-3.35310,1,0,0
10000.980,314.0,1230.87066,3868.11066,-3.35464,1,0,0
10000.980,316.0,1229.78504,3864.62240,-3.35609,1,0,0
10000.980,318.0,1228.70394,3861.00133,-3.35752,1,0,0
10000.980,320.0,1227.62734,3856.76863,-3.35895,1,0,0
10000.980,322.0,1226.55528,3851.55656,-3.36044,1,0,0
10000.980,324.0,1225.48791,3845.01208,-3.36201,1,0,0
10000.980,326.0,1224.42543,3836.90855,-3.36367,1,0,0
10000.980,328.0,1223.36803,3827.48986,-3.36542,1,0,0
10000.980,330.0,1222.31589,3817.11123,-3.36724,1,0,0
10000.980,332.0,1221.26910,3806.15838,-3.36910,1,0,0
10000.980,334.0,1220.22766,3795.12988,-3.37095,1,0,0
10000.980,336.0,1219.19147,3784.56730,-3.37273,1,0,0
10000.980,338.0,1218.16028,3774.98243,-3.37441,1,0,0
10000.980,340.0,1217.13375,3766.55991,-3.37592,1,0,0
10000.980,342.0,1216.11144,3759.32596,-3.37725,1,0,0
10000.980,344.0,1215.09287,3753.29633,-3.37837,1,0,0
10000.980,346.0,1214.07753,3748.31529,-3.37929,1,0,0
10000.980,348.0,1213.06497,3744.07400,-3.38002,1,0,0
10000.980,350.0,1212.05474,3740.25186,-3.38058,1,0,0
10000.980,352.0,1211.04651,3736.60199,-3.38102,1,0,0
10000.980,354.0,1210.04002,3733.02192,-3.38137,1,0,0
10000.980,356.0,1209.03510,3729.42288,-3.38166,1,0,0
10000.980,358.0,1208.03166,3725.74137,-3.38192,1,0,0
