# P,T,density,Cp,alpha,liq_water,ice_VI,ice_VII
437500.125,352.0,2669.73916,5047.30899,-4.70516,0,1,0
437500.125,354.0,2669.12092,5047.30899,-4.69582,0,1,0
437500.125,356.0,2668.50282,5047.30899,-4.68668,0,1,0
437500.125,358.0,2667.88487,5047.30899,-4.67772,0,1,0
437500.125,360.0,2667.26705,5047.30899,-4.66895,0,1,0
437500.125,362.0,2666.64939,5047.30899,-4.66035,0,1,0
437500.125,364.0,2666.03186,5047.30899,-4.65192,0,1,0
437500.125,366.0,2665.41448,5047.30899,-4.64364,0,1,0
437500.125,368.0,2664.79724,5047.30899,-4.63553,0,1,0
437500.125,370.0,2664.18015,5047.30899,-4.62756,0,1,0
437500.125,372.0,2663.56319,5047.30899,-4.61973,0,1,0
437500.125,374.0,2662.94638,5047.30899,-4.61204,0,1,0
437500.125,376.0,2662.32972,5047.30899,-4.60449,0,1,0
437500.125,378.0,2661.71319,5047.30899,-4.59707,0,1,0
437500.125,380.0,2661.09681,5047.30899,-4.58977,0,1,0
437500.125,382.0,2660.48057,5047.30899,-4.58259,0,1,0
437500.125,384.0,2659.86448,5047.30899,-4.57553,0,1,0
437500.125,386.0,2659.24852,5047.30899,-4.56858,0,1,0
437500.125,388.0,2658.63271,5047.30899,-4.56174,0,1,0
437500.125,390.0,2658.01705,5047.30899,-4.55501,0,1,0
437500.125,392.0,2657.40152,5047.30899,-4.54838,0,1,0
437500.125,394.0,2656.78614,5047.30899,-4.54184,0,1,0
437500.125,396.0,2656.17090,5047.30899,-4.53541,0,1,0
437500.125,398.0,2655.55580,5047.30899,-4.52907,0,1,0
437500.125,400.0,2654.94084,5047.30899,-4.52282,0,1,0
437500.125,402.0,2654.32603,5047.30899,-4.51666,0,1,0
437500.125,404.0,2653.71136,5047.30899,-4.51059,0,1,0
437500.125,406.0,2653.09683,5047.30899,-4.50460,0,1,0
437500.125,408.0,2652.48244,5047.30899,-4.49869,0,1,0
437500.125,410.0,2651.86820,5047.30899,-4.49286,0,1,0
437500.125,412.0,2651.25410,5047.30899,-4.48711,0,1,0
437500.125,414.0,2650.64014,5047.30899,-4.48143,0,1,0
437500.125,416.0,2650.02632,5047.30899,-4.47582,0,1,0
437500.125,418.0,2649.41265,5047.30899,-4.47029,0,1,0
437500.125,420.0,2648.79912,5047.30899,-4.46483,0,1,0
437500.125,422.0,2648.18572,5047.30899,-4.45943,0,1,0
437500.125,424.0,2647.57248,5047.30899,-4.45411,0,1,0
437500.125,426.0,2646.95937,5047.30899,-4.44884,0,1,0
437500.125,428.0,2646.34640,5047.30899,-4.44364,0,1,0
437500.125,430.0,2645.73358,5047.30899,-4.43850,0,1,0
437500.125,432.0,2645.12090,5047.30899,-4.43342,0,1,0
437500.125,434.0,2644.50836,5047.30899,-4.42840,0,1,0
437500.125,436.0,2643.89596,5047.30899,-4.42344,0,1,0
437500.125,438.0,2643.28371,5047.30899,-4.41853,0,1,0
437500.125,440.0,2642.67159,5047.30899,-4.41368,0,1,0
437500.125,442.0,2642.05962,5047.30899,-4.40888,0,1,0
437500.125,444.0,2641.44779,5047.30899,-4.40413,0,1,0
437500.125,446.0,2640.83610,5047.30899,-4.39944,0,1,0
437500.125,448.0,2640.22456,5047.30899,-4.39479,0,1,0
437500.125,450.0,2639.61315,5047.30899,-4.39020,0,1,0
437500.125,452.0,2639.00189,5047.30899,-4.38565,0,1,0
437500.125,454.0,2638.39077,5047.30899,-4.38115,0,1,0
437500.125,456.0,2637.77979,5047.30899,-4.37669,0,1,0
437500.125,458.0,2637.16895,5047.30899,-4.37228,0,1,0
437500.125,460.0,2636.55825,5047.30899,-4.36792,0,1,0
437500.125,462.0,2635.94769,5047.30899,-4.36360,0,1,0
437500.125,464.0,2635.33728,5047.30899,-4.35932,0,1,0
437500.125,466.0,2634.72700,5047.30899,-4.35508,0,1,0
437500.125,468.0,2634.11687,5047.30899,-4.35089,0,1,0
437500.125,470.0,2633.50688,5047.30899,-4.34673,0,1,0
437500.125,472.0,2632.89703,5047.30899,-4.34261,0,1,0
437500.125,474.0,2632.28732,5047.30899,-4.33854,0,1,0
437500.125,476.0,2631.67776,5047.30899,-4.33450,0,1,0
437500.125,478.0,2631.06833,5047.30899,-4.33049,0,1,0
437500.125,480.0,2630.45905,5047.30899,-4.32653,0,1,0
437500.125,482.0,2629.84990,5047.30899,-4.32260,0,1,0
437500.125,484.0,2629.24090,5047.30899,-4.31870,0,1,0
437500.125,486.0,2628.63204,5047.30899,-4.31484,0,1,0
437500.125,488.0,2628.02332,5047.30899,-4.31101,0,1,0
437500.125,490.0,2627.41474,5047.30899,-4.30722,0,1,0
437500.125,492.0,2626.80630,5047.30899,-4.30346,0,1,0
437500.125,494.0,2626.19800,5047.30899,-4.29973,0,1,0
437500.125,496.0,2625.58984,5047.30899,-4.29604,0,1,0
437500.125,498.0,2624.98183,5047.30899,-4.29237,0,1,0
440000.120,300.0,2690.08372,5022.15586,-5.06886,0,1,0
440000.120,302.0,2689.46077,5022.15586,-5.04767,0,1,0
440000.120,304.0,2688.83796,5022.15586,-5.02747,0,1,0
440000.120,306.0,2688.21530,5022.15586,-5.00816,0,1,0
440000.120,308.0,2687.59278,5022.15586,-4.98968,0,1,0
440000.120,310.0,2686.97040,5022.15586,-4.97195,0,1,0
440000.120,312.0,2686.34817,5022.15586,-4.95492,0,1,0
440000.120,314.0,2685.72609,5022.15586,-4.93853,0,1,0
440000.120,316.0,2685.10415,5022.15586,-4.92273,0,1,0
440000.120,318.0,2684.48235,5022.15586,-4.90749,0,1,0
440000.120,320.0,2683.86069,5022.15586,-4.89277,0,1,0
440000.120,322.0,2683.23918,5022.15586,-4.87853,0,1,0
440000.120,324.0,2682.61782,5022.15586,-4.86474,0,1,0
440000.120,326.0,2681.99659,5022.15586,-4.85138,0,1,0
440000.120,328.0,2681.37552,5022.15586,-4.83841,0,1,0
440000.120,330.0,2680.75458,5022.15586,-4.82582,0,1,0
440000.120,332.0,2680.13379,5022.15586,-4.81359,0,1,0
440000.120,334.0,2679.51314,5022.15586,-4.80169,0,1,0
440000.120,336.0,2678.89264,5022.15586,-4.79011,0,1,0
440000.120,338.0,2678.27228,5022.15586,-4.77883,0,1,0
440000.120,340.0,2677.65206,5022.15586,-4.76783,0,1,0
440000.120,342.0,2677.03199,5022.15586,-4.75711,0,1,0
440000.120,344.0,2676.41206,5022.15586,-4.74664,0,1,0
440000.120,346.0,2675.79228,5022.15586,-4.73642,0,1,0
440000.120,348.0,2675.17264,5022.15586,-4.72644,0,1,0
440000.120,350.0,2674.55314,5022.15586,-4.71668,0,1,0
440000.120,352.0,2673.93378,5022.15586,-4.70713,0,1,0
440000.120,354.0,2673.31457,5022.15586,-4.69779,0,1,0
440000.120,356.0,2672.69550,5022.15586,-4.68865,0,1,0
440000.120,358.0,2672.07658,5022.15586,-4.67969,0,1,0
440000.120,360.0,2671.45780,5022.15586,-4.67092,0,1,0
440000.120,362.0,2670.83916,5022.15586,-4.66232,0,1,0
440000.120,364.0,2670.22066,5022.15586,-4.65389,0,1,0
440000.120,366.0,2669.60231,5022.15586,-4.64562,0,1,0
440000.120,368.0,2668.98411,5022.15586,-4.63750,0,1,0
440000.120,370.0,2668.36604,5022.15586,-4.62953,0,1,0
440000.120,372.0,2667.74812,5022.15586,-4.62170,0,1,0
440000.120,374.0,2667.13034,5022.15586,-4.61402,0,1,0
440000.120,376.0,2666.51270,5022.15586,-4.60646,0,1,0
440000.120,378.0,2665.89521,5022.15586,-4.59904,0,1,0
440000.120,380.0,2665.27786,5022.15586,-4.59174,0,1,0
440000.120,382.0,2664.66065,5022.15586,-4.58456,0,1,0
440000.120,384.0,2664.04359,5022.15586,-4.57750,0,1,0
440000.120,386.0,2663.42667,5022.15586,-4.57055,0,1,0
440000.120,388.0,2662.80989,5022.15586,-4.56371,0,1,0
440000.120,390.0,2662.19326,5022.15586,-4.55698,0,1,0
440000.120,392.0,2661.57676,5022.15586,-4.55035,0,1,0
440000.120,394.0,2660.96041,5022.15586,-4.54382,0,1,0
440000.120,396.0,2660.34421,5022.15586,-4.53738,0,1,0
440000.120,398.0,2659.72814,5022.15586,-4.53104,0,1,0
440000.120,400.0,2659.11222,5022.15586,-4.52479,0,1,0
440000.120,402.0,2658.49644,5022.15586,-4.51863,0,1,0
440000.120,404.0,2657.88080,5022.15586,-4.51256,0,1,0
440000.120,406.0,2657.26531,5022.15586,-4.50657,0,1,0
440000.120,408.0,2656.64996,5022.15586,-4.50066,0,1,0
440000.120,410.0,2656.03475,5022.15586,-4.49483,0,1,0
440000.120,412.0,2655.41968,5022.15586,-4.48908,0,1,0
440000.120,414.0,2654.80476,5022.15586,-4.48340,0,1,0
440000.120,416.0,2654.18998,5022.15586,-4.47780,0,1,0
440000.120,418.0,2653.57534,5022.15586,-4.47226,0,1,0
440000.120,420.0,2652.96084,5022.15586,-4.46680,0,1,0
440000.120,422.0,2652.34649,5022.15586,-4.46141,0,1,0
440000.120,424.0,2651.73227,5022.15586,-4.45608,0,1,0
440000.120,426.0,2651.11820,5022.15586,-4.45081,0,1,0
440000.120,428.0,2650.50428,5022.15586,-4.44561,0,1,0
440000.120,430.0,2649.89049,5022.15586,-4.44047,0,1,0
440000.120,432.0,2649.27685,5022.15586,-4.43539,0,1,0
440000.120,434.0,2648.66335,5022.15586,-4.43037,0,1,0
440000.120,436.0,2648.04999,5022.15586,-4.42541,0,1,0
440000.120,438.0,2647.43677,5022.15586,-4.42050,0,1,0
440000.120,440.0,2646.82369,5022.15586,-4.41565,0,1,0
440000.120,442.0,2646.21076,5022.15586,-4.41085,0,1,0
440000.120,444.0,2645.59797,5022.15586,-4.40610,0,1,0
440000.120,446.0,2644.98532,5022.15586,-4.40141,0,1,0
440000.120,448.0,2644.37281,5022.15586,-4.39676,0,1,0
440000.120,450.0,2643.76045,5022.15586,-4.39217,0,1,0
440000.120,452.0,2643.14822,5022.15586,-4.38762,0,1,0
440000.120,454.0,2642.53614,5022.15586,-4.38312,0,1,0
440000.120,456.0,2641.92420,5022.15586,-4.37866,0,1,0
440000.120,458.0,2641.31240,5022.15586,-4.37426,0,1,0
440000.120,460.0,2640.70074,5022.15586,-4.36989,0,1,0
440000.120,462.0,2640.08923,5022.15586,-4.36557,0,1,0
440000.120,464.0,2639.47785,5022.15586,-4.36129,0,1,0
440000.120,466.0,2638.86662,5022.15586,-4.35705,0,1,0
440000.120,468.0,2638.25553,5022.15586,-4.35286,0,1,0
440000.120,470.0,2637.64458,5022.15586,-4.34870,0,1,0
440000.120,472.0,2637.03377,5022.15586,-4.34459,0,1,0
440000.120,474.0,2636.42311,5022.15586,-4.34051,0,1,0
440000.120,476.0,2635.81258,5022.15586,-4.33647,0,1,0
440000.120,478.0,2635.20220,5022.15586,-4.33246,0,1,0
440000.120,480.0,2634.59196,5022.15586,-4.32850,0,1,0
440000.120,482.0,2633.98186,5022.15586,-4.32457,0,1,0
440000.120,484.0,2633.37190,5022.15586,-4.32067,0,1,0
440000.120,486.0,2632.76208,5022.15586,-4.31681,0,1,0
440000.120,488.0,2632.15240,5022.15586,-4.31299,0,1,0
440000.120,490.0,2631.54287,5022.15586,-4.30919,0,1,0
440000.120,492.0,2630.93347,5022.15586,-4.30543,0,1,0
440000.120,494.0,2630.32422,5022.15586,-4.30171,0,1,0
440000.120,496.0,2629.71510,5022.15586,-4.29801,0,1,0
440000.120,498.0,2629.10613,5022.15586,-4.29434,0,1,0
442500.115,300.0,2694.29095,4997.36482,-5.07082,0,1,0
442500.115,302.0,2693.66702,4997.36482,-5.04963,0,1,0
442500.115,304.0,2693.04324,4997.36482,-5.02943,0,1,0
442500.115,306.0,2692.41961,4997.36482,-5.01012,0,1,0
442500.115,308.0,2691.79612,4997.36482,-4.99164,0,1,0
442500.115,310.0,2691.17277,4997.36482,-4.97391,0,1,0
442500.115,312.0,2690.54956,4997.36482,-4.95688,0,1,0
442500.115,314.0,2689.92650,4997.36482,-4.94049,0,1,0
442500.115,316.0,2689.30359,4997.36482,-4.92469,0,1,0
442500.115,318.0,2688.68082,4997.36482,-4.90945,0,1,0
442500.115,320.0,2688.05819,4997.36482,-4.89473,0,1,0
442500.115,322.0,2687.43571,4997.36482,-4.88049,0,1,0
442500.115,324.0,2686.81337,4997.36482,-4.86670,0,1,0
442500.115,326.0,2686.19118,4997.36482,-4.85334,0,1,0
442500.115,328.0,2685.56913,4997.36482,-4.84037,0,1,0
442500.115,330.0,2684.94722,4997.36482,-4.82778,0,1,0
442500.115,332.0,2684.32546,4997.36482,-4.81555,0,1,0
442500.115,334.0,2683.70384,4997.36482,-4.80365,0,1,0
442500.115,336.0,2683.08237,4997.36482,-4.79207,0,1,0
442500.115,338.0,2682.46104,4997.36482,-4.78079,0,1,0
442500.115,340.0,2681.83985,4997.36482,-4.76979,0,1,0
442500.115,342.0,2681.21881,4997.36482,-4.75907,0,1,0
442500.115,344.0,2680.59791,4997.36482,-4.74860,0,1,0
442500.115,346.0,2679.97716,4997.36482,-4.73838,0,1,0
442500.115,348.0,2679.35655,4997.36482,-4.72840,0,1,0
442500.115,350.0,2678.73608,4997.36482,-4.71864,0,1,0
442500.115,352.0,2678.11576,4997.36482,-4.70909,0,1,0
442500.115,354.0,2677.49558,4997.36482,-4.69975,0,1,0
442500.115,356.0,2676.87554,4997.36482,-4.69061,0,1,0
442500.115,358.0,2676.25565,4997.36482,-4.68166,0,1,0
442500.115,360.0,2675.63590,4997.36482,-4.67288,0,1,0
442500.115,362.0,2675.01629,4997.36482,-4.66428,0,1,0
442500.115,364.0,2674.39683,4997.36482,-4.65585,0,1,0
442500.115,366.0,2673.77751,4997.36482,-4.64758,0,1,0
442500.115,368.0,2673.15834,4997.36482,-4.63946,0,1,0
442500.115,370.0,2672.53931,4997.36482,-4.63149,0,1,0
442500.115,372.0,2671.92042,4997.36482,-4.62366,0,1,0
442500.115,374.0,2671.30167,4997.36482,-4.61598,0,1,0
442500.115,376.0,2670.68307,4997.36482,-4.60842,0,1,0
442500.115,378.0,2670.06461,4997.36482,-4.60100,0,1,0
442500.115,380.0,2669.44630,4997.36482,-4.59370,0,1,0
442500.115,382.0,2668.82813,4997.36482,-4.58652,0,1,0
442500.115,384.0,2668.21010,4997.36482,-4.57946,0,1,0
442500.115,386.0,2667.59221,4997.36482,-4.57251,0,1,0
442500.115,388.0,2666.97447,4997.36482,-4.56567,0,1,0
442500.115,390.0,2666.35687,4997.36482,-4.55894,0,1,0
442500.115,392.0,2665.73941,4997.36482,-4.55231,0,1,0
442500.115,394.0,2665.12210,4997.36482,-4.54578,0,1,0
442500.115,396.0,2664.50493,4997.36482,-4.53934,0,1,0
442500.115,398.0,2663.88790,4997.36482,-4.53300,0,1,0
442500.115,400.0,2663.27101,4997.36482,-4.52675,0,1,0
442500.115,402.0,2662.65427,4997.36482,-4.52059,0,1,0
442500.115,404.0,2662.03767,4997.36482,-4.51452,0,1,0
442500.115,406.0,2661.42122,4997.36482,-4.50853,0,1,0
442500.115,408.0,2660.80490,4997.36482,-4.50262,0,1,0
442500.115,410.0,2660.18873,4997.36482,-4.49679,0,1,0
442500.115,412.0,2659.57270,4997.36482,-4.49104,0,1,0
442500.115,414.0,2658.95682,4997.36482,-4.48536,0,1,0
442500.115,416.0,2658.34107,4997.36482,-4.47976,0,1,0
442500.115,418.0,2657.72547,4997.36482,-4.47423,0,1,0
442500.115,420.0,2657.11001,4997.36482,-4.46876,0,1,0
442500.115,422.0,2656.49470,4997.36482,-4.46337,0,1,0
442500.115,424.0,2655.87953,4997.36482,-4.45804,0,1,0
442500.115,426.0,2655.26450,4997.36482,-4.45277,0,1,0
442500.115,428.0,2654.64961,4997.36482,-4.44757,0,1,0
442500.115,430.0,2654.03486,4997.36482,-4.44243,0,1,0
442500.115,432.0,2653.42026,4997.36482,-4.43735,0,1,0
442500.115,434.0,2652.80580,4997.36482,-4.43233,0,1,0
442500.115,436.0,2652.19148,4997.36482,-4.42737,0,1,0
442500.115,438.0,2651.57730,4997.36482,-4.42246,0,1,0
442500.115,440.0,2650.96327,4997.36482,-4.41761,0,1,0
442500.115,442.0,2650.34938,4997.36482,-4.41281,0,1,0
442500.115,444.0,2649.73563,4997.36482,-4.40806,0,1,0
442500.115,446.0,2649.12202,4997.36482,-4.40337,0,1,0
442500.115,448.0,2648.50855,4997.36482,-4.39872,0,1,0
442500.115,450.0,2647.89523,4997.36482,-4.39413,0,1,0
442500.115,452.0,2647.28205,4997.36482,-4.38958,0,1,0
442500.115,454.0,2646.66901,4997.36482,-4.38508,0,1,0
442500.115,456.0,2646.05611,4997.36482,-4.38063,0,1,0
442500.115,458.0,2645.44336,4997.36482,-4.37622,0,1,0
442500.115,460.0,2644.83074,4997.36482,-4.37185,0,1,0
442500.115,462.0,2644.21827,4997.36482,-4.36753,0,1,0
442500.115,464.0,2643.60594,4997.36482,-4.36325,0,1,0
442500.115,466.0,2642.99375,4997.36482,-4.35902,0,1,0
442500.115,468.0,2642.38171,4997.36482,-4.35482,0,1,0
442500.115,470.0,2641.76980,4997.36482,-4.35066,0,1,0
442500.115,472.0,2641.15804,4997.36482,-4.34655,0,1,0
442500.115,474.0,2640.54642,4997.36482,-4.34247,0,1,0
442500.115,476.0,2639.93494,4997.36482,-4.33843,0,1,0
442500.115,478.0,2639.32360,4997.36482,-4.33443,0,1,0
442500.115,480.0,2638.71240,4997.36482,-4.33046,0,1,0
442500.115,482.0,2638.10135,4997.36482,-4.32653,0,1,0
442500.115,484.0,2637.49043,4997.36482,-4.32263,0,1,0
442500.115,486.0,2636.87966,4997.36482,-4.31877,0,1,0
442500.115,488.0,2636.26903,4997.36482,-4.31495,0,1,0
442500.115,490.0,2635.65854,4997.36482,-4.31115,0,1,0
442500.115,492.0,2635.04819,4997.36482,-4.30739,0,1,0
442500.115,494.0,2634.43799,4997.36482,-4.30367,0,1,0
442500.115,496.0,2633.82792,4997.36482,-4.29997,0,1,0
442500.115,498.0,2633.21800,4997.36482,-4.29631,0,1,0
445000.110,300.0,2698.48556,4972.93065,-5.07277,0,1,0
445000.110,302.0,2697.86066,4972.93065,-5.05158,0,1,0
445000.110,304.0,2697.23591,4972.93065,-5.03138,0,1,0
445000.110,306.0,2696.61130,4972.93065,-5.01208,0,1,0
445000.110,308.0,2695.98684,4972.93065,-4.99359,0,1,0
445000.110,310.0,2695.36252,4972.93065,-4.97586,0,1,0
445000.110,312.0,2694.73834,4972.93065,-4.95883,0,1,0
445000.110,314.0,2694.11432,4972.93065,-4.94244,0,1,0
445000.110,316.0,2693.49043,4972.93065,-4.92665,0,1,0
445000.110,318.0,2692.86669,4972.93065,-4.91141,0,1,0
445000.110,320.0,2692.24310,4972.93065,-4.89668,0,1,0
445000.110,322.0,2691.61964,4972.93065,-4.88244,0,1,0
445000.110,324.0,2690.99634,4972.93065,-4.86865,0,1,0
445000.110,326.0,2690.37317,4972.93065,-4.85529,0,1,0
445000.110,328.0,2689.75016,4972.93065,-4.84233,0,1,0
445000.110,330.0,2689.12728,4972.93065,-4.82974,0,1,0
445000.110,332.0,2688.50455,4972.93065,-4.81750,0,1,0
445000.110,334.0,2687.88197,4972.93065,-4.80560,0,1,0
445000.110,336.0,2687.25953,4972.93065,-4.79402,0,1,0
445000.110,338.0,2686.63723,4972.93065,-4.78274,0,1,0
445000.110,340.0,2686.01507,4972.93065,-4.77174,0,1,0
445000.110,342.0,2685.39307,4972.93065,-4.76102,0,1,0
445000.110,344.0,2684.77120,4972.93065,-4.75055,0,1,0
445000.110,346.0,2684.14948,4972.93065,-4.74034,0,1,0
445000.110,348.0,2683.52790,4972.93065,-4.73035,0,1,0
445000.110,350.0,2682.90647,4972.93065,-4.72059,0,1,0
445000.110,352.0,2682.28518,4972.93065,-4.71105,0,1,0
445000.110,354.0,2681.66404,4972.93065,-4.70171,0,1,0
445000.110,356.0,2681.04303,4972.93065,-4.69256,0,1,0
445000.110,358.0,2680.42218,4972.93065,-4.68361,0,1,0
445000.110,360.0,2679.80146,4972.93065,-4.67483,0,1,0
445000.110,362.0,2679.18089,4972.93065,-4.66623,0,1,0
445000.110,364.0,2678.56047,4972.93065,-4.65780,0,1,0
445000.110,366.0,2677.94018,4972.93065,-4.64953,0,1,0
445000.110,368.0,2677.32004,4972.93065,-4.64141,0,1,0
445000.110,370.0,2676.70005,4972.93065,-4.63344,0,1,0
445000.110,372.0,2676.08020,4972.93065,-4.62562,0,1,0
445000.110,374.0,2675.46049,4972.93065,-4.61793,0,1,0
445000.110,376.0,2674.84092,4972.93065,-4.61038,0,1,0
445000.110,378.0,2674.22150,4972.93065,-4.60295,0,1,0
445000.110,380.0,2673.60222,4972.93065,-4.59565,0,1,0
445000.110,382.0,2672.98309,4972.93065,-4.58847,0,1,0
445000.110,384.0,2672.36410,4972.93065,-4.58141,0,1,0
445000.110,386.0,2671.74525,4972.93065,-4.57446,0,1,0
445000.110,388.0,2671.12655,4972.93065,-4.56762,0,1,0
445000.110,390.0,2670.50798,4972.93065,-4.56089,0,1,0
445000.110,392.0,2669.88957,4972.93065,-4.55426,0,1,0
445000.110,394.0,2669.27129,4972.93065,-4.54773,0,1,0
445000.110,396.0,2668.65316,4972.93065,-4.54130,0,1,0
445000.110,398.0,2668.03517,4972.93065,-4.53496,0,1,0
445000.110,400.0,2667.41733,4972.93065,-4.52871,0,1,0
445000.110,402.0,2666.79962,4972.93065,-4.52255,0,1,0
445000.110,404.0,2666.18206,4972.93065,-4.51647,0,1,0
445000.110,406.0,2665.56465,4972.93065,-4.51048,0,1,0
445000.110,408.0,2664.94737,4972.93065,-4.50457,0,1,0
445000.110,410.0,2664.33024,4972.93065,-4.49874,0,1,0
445000.110,412.0,2663.71326,4972.93065,-4.49299,0,1,0
445000.110,414.0,2663.09641,4972.93065,-4.48731,0,1,0
445000.110,416.0,2662.47971,4972.93065,-4.48171,0,1,0
445000.110,418.0,2661.86315,4972.93065,-4.47618,0,1,0
445000.110,420.0,2661.24674,4972.93065,-4.47071,0,1,0
445000.110,422.0,2660.63046,4972.93065,-4.46532,0,1,0
445000.110,424.0,2660.01433,4972.93065,-4.45999,0,1,0
445000.110,426.0,2659.39834,4972.93065,-4.45473,0,1,0
445000.110,428.0,2658.78250,4972.93065,-4.44952,0,1,0
445000.110,430.0,2658.16680,4972.93065,-4.44439,0,1,0
445000.110,432.0,2657.55124,4972.93065,-4.43931,0,1,0
445000.110,434.0,2656.93582,4972.93065,-4.43429,0,1,0
445000.110,436.0,2656.32054,4972.93065,-4.42932,0,1,0
445000.110,438.0,2655.70541,4972.93065,-4.42441,0,1,0
445000.110,440.0,2655.09042,4972.93065,-4.41956,0,1,0
445000.110,442.0,2654.47557,4972.93065,-4.41476,0,1,0
445000.110,444.0,2653.86087,4972.93065,-4.41002,0,1,0
445000.110,446.0,2653.24630,4972.93065,-4.40532,0,1,0
445000.110,448.0,2652.63188,4972.93065,-4.40068,0,1,0
445000.110,450.0,2652.01760,4972.93065,-4.39608,0,1,0
445000.110,452.0,2651.40347,4972.93065,-4.39153,0,1,0
445000.110,454.0,2650.78947,4972.93065,-4.38703,0,1,0
445000.110,456.0,2650.17562,4972.93065,-4.38258,0,1,0
445000.110,458.0,2649.56191,4972.93065,-4.37817,0,1,0
445000.110,460.0,2648.94835,4972.93065,-4.37380,0,1,0
445000.110,462.0,2648.33492,4972.93065,-4.36948,0,1,0
445000.110,464.0,2647.72164,4972.93065,-4.36520,0,1,0
445000.110,466.0,2647.10850,4972.93065,-4.36097,0,1,0
445000.110,468.0,2646.49550,4972.93065,-4.35677,0,1,0
445000.110,470.0,2645.88264,4972.93065,-4.35261,0,1,0
445000.110,472.0,2645.26992,4972.93065,-4.34850,0,1,0
445000.110,474.0,2644.65735,4972.93065,-4.34442,0,1,0
445000.110,476.0,2644.04492,4972.93065,-4.34038,0,1,0
445000.110,478.0,2643.43263,4972.93065,-4.33638,0,1,0
445000.110,480.0,2642.82048,4972.93065,-4.33241,0,1,0
445000.110,482.0,2642.20847,4972.93065,-4.32848,0,1,0
445000.110,484.0,2641.59661,4972.93065,-4.32459,0,1,0
445000.110,486.0,2640.98489,4972.93065,-4.32073,0,1,0
445000.110,488.0,2640.37330,4972.93065,-4.31690,0,1,0
445000.110,490.0,2639.76187,4972.93065,-4.31311,0,1,0
445000.110,492.0,2639.15057,4972.93065,-4.30935,0,1,0
445000.110,494.0,2638.53941,4972.93065,-4.30562,0,1,0
445000.110,496.0,2637.92840,4972.93065,-4.30192,0,1,0
445000.110,498.0,2637.31752,4972.93065,-4.29826,0,1,0
447500.105,300.0,2702.66764,4948.84823,-5.07472,0,1,0
447500.105,302.0,2702.04177,4948.84823,-5.05353,0,1,0
447500.105,304.0,2701.41605,4948.84823,-5.03332,0,1,0
447500.105,306.0,2700.79047,4948.84823,-5.01402,0,1,0
447500.105,308.0,2700.16504,4948.84823,-4.99554,0,1,0
447500.105,310.0,2699.53976,4948.84823,-4.97781,0,1,0
447500.105,312.0,2698.91462,4948.84823,-4.96077,0,1,0
447500.105,314.0,2698.28962,4948.84823,-4.94438,0,1,0
447500.105,316.0,2697.66477,4948.84823,-4.92859,0,1,0
447500.105,318.0,2697.04006,4948.84823,-4.91335,0,1,0
447500.105,320.0,2696.41550,4948.84823,-4.89863,0,1,0
447500.105,322.0,2695.79108,4948.84823,-4.88438,0,1,0
447500.105,324.0,2695.16681,4948.84823,-4.87060,0,1,0
447500.105,326.0,2694.54268,4948.84823,-4.85723,0,1,0
447500.105,328.0,2693.91870,4948.84823,-4.84427,0,1,0
447500.105,330.0,2693.29486,4948.84823,-4.83168,0,1,0
447500.105,332.0,2692.67116,4948.84823,-4.81944,0,1,0
447500.105,334.0,2692.04761,4948.84823,-4.80754,0,1,0
447500.105,336.0,2691.42421,4948.84823,-4.79596,0,1,0
447500.105,338.0,2690.80095,4948.84823,-4.78468,0,1,0
447500.105,340.0,2690.17783,4948.84823,-4.77369,0,1,0
447500.105,342.0,2689.55486,4948.84823,-4.76296,0,1,0
447500.105,344.0,2688.93203,4948.84823,-4.75250,0,1,0
447500.105,346.0,2688.30934,4948.84823,-4.74228,0,1,0
447500.105,348.0,2687.68680,4948.84823,-4.73229,0,1,0
447500.105,350.0,2687.06441,4948.84823,-4.72253,0,1,0
447500.105,352.0,2686.44215,4948.84823,-4.71299,0,1,0
447500.105,354.0,2685.82005,4948.84823,-4.70365,0,1,0
447500.105,356.0,2685.19808,4948.84823,-4.69451,0,1,0
447500.105,358.0,2684.57626,4948.84823,-4.68555,0,1,0
447500.105,360.0,2683.95459,4948.84823,-4.67678,0,1,0
447500.105,362.0,2683.33305,4948.84823,-4.66818,0,1,0
447500.105,364.0,2682.71167,4948.84823,-4.65974,0,1,0
447500.105,366.0,2682.09042,4948.84823,-4.65147,0,1,0
447500.105,368.0,2681.46932,4948.84823,-4.64335,0,1,0
447500.105,370.0,2680.84837,4948.84823,-4.63538,0,1,0
447500.105,372.0,2680.22755,4948.84823,-4.62756,0,1,0
447500.105,374.0,2679.60688,4948.84823,-4.61987,0,1,0
447500.105,376.0,2678.98636,4948.84823,-4.61232,0,1,0
447500.105,378.0,2678.36598,4948.84823,-4.60489,0,1,0
447500.105,380.0,2677.74574,4948.84823,-4.59760,0,1,0
447500.105,382.0,2677.12565,4948.84823,-4.59042,0,1,0
447500.105,384.0,2676.50569,4948.84823,-4.58335,0,1,0
447500.105,386.0,2675.88589,4948.84823,-4.57641,0,1,0
447500.105,388.0,2675.26622,4948.84823,-4.56957,0,1,0
447500.105,390.0,2674.64670,4948.84823,-4.56283,0,1,0
447500.105,392.0,2674.02733,4948.84823,-4.55620,0,1,0
447500.105,394.0,2673.40810,4948.84823,-4.54967,0,1,0
447500.105,396.0,2672.78901,4948.84823,-4.54324,0,1,0
