# Mass	Radius	CMF	CRF	CMB_P[GPa]	CMB_T[K]
1.252,1.095,0.216,0.445,190.124,2806.525
1.341,1.116,0.216,0.444,202.602,2861.567
1.494,1.151,0.216,0.443,224.068,2952.075
1.470,1.145,0.216,0.443,220.712,2938.227
1.335,1.115,0.216,0.444,201.732,2857.699
